indice_tiempo,medio_de_transporte,pais,balanza
2019-07-01,Terrestre,Resto de América,9800
2019-07-01,Terrestre,Europa,12938
2019-07-01,Terrestre,Resto del mundo,3107
2019-08-01,Aérea,Bolivia,787
2019-08-01,Aérea,Brasil,23912
2019-08-01,Aérea,Chile,5934
2019-08-01,Aérea,Paraguay,1115
2019-08-01,Aérea,Uruguay,1448
2019-08-01,Aérea,EE.UU. y Canadá,-55746
2019-08-01,Aérea,Resto de América,-37284
2019-08-01,Aérea,Europa,-46849
2019-08-01,Aérea,Resto del mundo,-86
2019-08-01,Fluvial/Marítima,Bolivia,849
2019-08-01,Fluvial/Marítima,Brasil,5648
2019-08-01,Fluvial/Marítima,Chile,536
2019-08-01,Fluvial/Marítima,Paraguay,-2030
2019-08-01,Fluvial/Marítima,Uruguay,-2618
2019-08-01,Fluvial/Marítima,EE.UU. y Canadá,1395
2019-08-01,Fluvial/Marítima,Resto de América,3074
2019-08-01,Fluvial/Marítima,Europa,4035
2019-08-01,Fluvial/Marítima,Resto del mundo,1147
2019-08-01,Terrestre,Bolivia,-7642
2019-08-01,Terrestre,Brasil,-32577
2019-08-01,Terrestre,Chile,-10669
2019-08-01,Terrestre,Paraguay,-31508
2019-08-01,Terrestre,Uruguay,-6071
2019-08-01,Terrestre,EE.UU. y Canadá,2159
2019-08-01,Terrestre,Resto de América,9521
2019-08-01,Terrestre,Europa,16110
2019-08-01,Terrestre,Resto del mundo,3113
2019-09-01,Aérea,Bolivia,2357
2019-09-01,Aérea,Brasil,17761
2019-09-01,Aérea,Chile,16926
2019-09-01,Aérea,Paraguay,2382
2019-09-01,Aérea,Uruguay,3510
2019-09-01,Aérea,EE.UU. y Canadá,-51206
2019-09-01,Aérea,Resto de América,-24095
2019-09-01,Aérea,Europa,-52989
2019-09-01,Aérea,Resto del mundo,-1199
2019-09-01,Fluvial/Marítima,Bolivia,2554
2019-09-01,Fluvial/Marítima,Brasil,6380
2019-09-01,Fluvial/Marítima,Chile,1132
2019-09-01,Fluvial/Marítima,Paraguay,-1491
2019-09-01,Fluvial/Marítima,Uruguay,11692
2019-09-01,Fluvial/Marítima,EE.UU. y Canadá,1792
2019-09-01,Fluvial/Marítima,Resto de América,4682
2019-09-01,Fluvial/Marítima,Europa,3993
2019-09-01,Fluvial/Marítima,Resto del mundo,1213
2019-09-01,Terrestre,Bolivia,-1538
2019-09-01,Terrestre,Brasil,-20222
2019-09-01,Terrestre,Chile,17227
2019-09-01,Terrestre,Paraguay,-13740
2019-09-01,Terrestre,Uruguay,23401
2019-09-01,Terrestre,EE.UU. y Canadá,2689
2019-09-01,Terrestre,Resto de América,11002
2019-09-01,Terrestre,Europa,13695
2019-09-01,Terrestre,Resto del mundo,3834
2019-10-01,Aérea,Bolivia,4213
2019-10-01,Aérea,Brasil,10541
2019-10-01,Aérea,Chile,12371
2019-10-01,Aérea,Paraguay,2192
2019-10-01,Aérea,Uruguay,492
2019-10-01,Aérea,EE.UU. y Canadá,-47418
2019-10-01,Aérea,Resto de América,-19873
2019-10-01,Aérea,Europa,-41820
2019-10-01,Aérea,Resto del mundo,-7232
2019-10-01,Fluvial/Marítima,Bolivia,1103
2019-10-01,Fluvial/Marítima,Brasil,5813
2019-10-01,Fluvial/Marítima,Chile,720
2019-10-01,Fluvial/Marítima,Paraguay,-2446
2019-10-01,Fluvial/Marítima,Uruguay,1554
2019-10-01,Fluvial/Marítima,EE.UU. y Canadá,2507
2019-10-01,Fluvial/Marítima,Resto de América,6114
2019-10-01,Fluvial/Marítima,Europa,6272
2019-10-01,Fluvial/Marítima,Resto del mundo,1835
2019-10-01,Terrestre,Bolivia,4467
2019-10-01,Terrestre,Brasil,-22791
2019-10-01,Terrestre,Chile,-12109
2019-10-01,Terrestre,Paraguay,-16477
2019-10-01,Terrestre,Uruguay,439
2019-10-01,Terrestre,EE.UU. y Canadá,4705
2019-10-01,Terrestre,Resto de América,12179
2019-10-01,Terrestre,Europa,23317
2019-10-01,Terrestre,Resto del mundo,6399
2019-11-01,Aérea,Bolivia,3033
2019-11-01,Aérea,Brasil,10286
2019-11-01,Aérea,Chile,19462
2019-11-01,Aérea,Paraguay,1896
2019-11-01,Aérea,Uruguay,-677
2019-11-01,Aérea,EE.UU. y Canadá,-29521
2019-11-01,Aérea,Resto de América,-17986
2019-11-01,Aérea,Europa,11958
2019-11-01,Aérea,Resto del mundo,-2059
2019-11-01,Fluvial/Marítima,Bolivia,1699
2019-11-01,Fluvial/Marítima,Brasil,5541
2019-11-01,Fluvial/Marítima,Chile,760
2019-11-01,Fluvial/Marítima,Paraguay,-1941
2019-11-01,Fluvial/Marítima,Uruguay,-8659
2019-11-01,Fluvial/Marítima,EE.UU. y Canadá,5724
2019-11-01,Fluvial/Marítima,Resto de América,5424
2019-11-01,Fluvial/Marítima,Europa,12628
2019-11-01,Fluvial/Marítima,Resto del mundo,2477
2019-11-01,Terrestre,Bolivia,-1113
2019-11-01,Terrestre,Brasil,-17848
2019-11-01,Terrestre,Chile,30764
2019-11-01,Terrestre,Paraguay,-52880
2019-11-01,Terrestre,Uruguay,-10103
2019-11-01,Terrestre,EE.UU. y Canadá,8052
2019-11-01,Terrestre,Resto de América,13528
2019-11-01,Terrestre,Europa,45183
2019-11-01,Terrestre,Resto del mundo,7607
2019-12-01,Aérea,Bolivia,5145
2019-12-01,Aérea,Brasil,12995
2019-12-01,Aérea,Chile,11006
2019-12-01,Aérea,Paraguay,3234
2019-12-01,Aérea,Uruguay,-3232
2019-12-01,Aérea,EE.UU. y Canadá,-8238
2019-12-01,Aérea,Resto de América,370
2019-12-01,Aérea,Europa,29540
2019-12-01,Aérea,Resto del mundo,10436
2019-12-01,Fluvial/Marítima,Bolivia,3793
2019-12-01,Fluvial/Marítima,Brasil,12133
2019-12-01,Fluvial/Marítima,Chile,953
2019-12-01,Fluvial/Marítima,Paraguay,981
2019-12-01,Fluvial/Marítima,Uruguay,-30385
2019-12-01,Fluvial/Marítima,EE.UU. y Canadá,18703
2019-12-01,Fluvial/Marítima,Resto de América,11402
2019-12-01,Fluvial/Marítima,Europa,15463
2019-12-01,Fluvial/Marítima,Resto del mundo,5595
2019-12-01,Terrestre,Bolivia,18261
2019-12-01,Terrestre,Brasil,-24737
2019-12-01,Terrestre,Chile,18412
2019-12-01,Terrestre,Paraguay,41361
2019-12-01,Terrestre,Uruguay,-19003
2019-12-01,Terrestre,EE.UU. y Canadá,11135
2019-12-01,Terrestre,Resto de América,18241
2019-12-01,Terrestre,Europa,37171
2019-12-01,Terrestre,Resto del mundo,11181
2020-01-01,Aérea,Bolivia,5401
2020-01-01,Aérea,Brasil,-16230
2020-01-01,Aérea,Chile,5910
2020-01-01,Aérea,Paraguay,3303
2020-01-01,Aérea,Uruguay,-11631
2020-01-01,Aérea,EE.UU. y Canadá,3016
2020-01-01,Aérea,Resto de América,-25141
2020-01-01,Aérea,Europa,37608
2020-01-01,Aérea,Resto del mundo,6736
2020-01-01,Fluvial/Marítima,Bolivia,2777
2020-01-01,Fluvial/Marítima,Brasil,34052
2020-01-01,Fluvial/Marítima,Chile,500
2020-01-01,Fluvial/Marítima,Paraguay,-5766
2020-01-01,Fluvial/Marítima,Uruguay,-89160
2020-01-01,Fluvial/Marítima,EE.UU. y Canadá,23564
2020-01-01,Fluvial/Marítima,Resto de América,7918
2020-01-01,Fluvial/Marítima,Europa,23421
2020-01-01,Fluvial/Marítima,Resto del mundo,6813
2020-01-01,Terrestre,Bolivia,20459
2020-01-01,Terrestre,Brasil,-178969
2020-01-01,Terrestre,Chile,-28228
2020-01-01,Terrestre,Paraguay,-71206
2020-01-01,Terrestre,Uruguay,-116374
2020-01-01,Terrestre,EE.UU. y Canadá,11431
2020-01-01,Terrestre,Resto de América,20068
2020-01-01,Terrestre,Europa,41200
2020-01-01,Terrestre,Resto del mundo,16907
2020-02-01,Aérea,Bolivia,2521
2020-02-01,Aérea,Brasil,-66176
2020-02-01,Aérea,Chile,16245
2020-02-01,Aérea,Paraguay,1432
2020-02-01,Aérea,Uruguay,-7686
2020-02-01,Aérea,EE.UU. y Canadá,-24158
2020-02-01,Aérea,Resto de América,-43081
2020-02-01,Aérea,Europa,10404
2020-02-01,Aérea,Resto del mundo,-765
2020-02-01,Fluvial/Marítima,Bolivia,57
2020-02-01,Fluvial/Marítima,Brasil,15062
2020-02-01,Fluvial/Marítima,Chile,2293
2020-02-01,Fluvial/Marítima,Paraguay,-3177
2020-02-01,Fluvial/Marítima,Uruguay,-83687
2020-02-01,Fluvial/Marítima,EE.UU. y Canadá,29252
2020-02-01,Fluvial/Marítima,Resto de América,5761
2020-02-01,Fluvial/Marítima,Europa,27471
2020-02-01,Fluvial/Marítima,Resto del mundo,7887
2020-02-01,Terrestre,Bolivia,7651
2020-02-01,Terrestre,Brasil,-223784
2020-02-01,Terrestre,Chile,27537
2020-02-01,Terrestre,Paraguay,-48700
2020-02-01,Terrestre,Uruguay,-118027
2020-02-01,Terrestre,EE.UU. y Canadá,10468
2020-02-01,Terrestre,Resto de América,14388
2020-02-01,Terrestre,Europa,38812
2020-02-01,Terrestre,Resto del mundo,16418
2020-03-01,Aérea,Bolivia,3144
2020-03-01,Aérea,Brasil,-22305
2020-03-01,Aérea,Chile,1875
2020-03-01,Aérea,Paraguay,735
2020-03-01,Aérea,Uruguay,-171
2020-03-01,Aérea,EE.UU. y Canadá,-7820
2020-03-01,Aérea,Resto de América,-5064
2020-03-01,Aérea,Europa,3516
2020-03-01,Aérea,Resto del mundo,-1433
2020-03-01,Fluvial/Marítima,Bolivia,-922
2020-03-01,Fluvial/Marítima,Brasil,6449
2020-03-01,Fluvial/Marítima,Chile,665
2020-03-01,Fluvial/Marítima,Paraguay,831
2020-03-01,Fluvial/Marítima,Uruguay,-5911
2020-03-01,Fluvial/Marítima,EE.UU. y Canadá,11542
2020-03-01,Fluvial/Marítima,Resto de América,3219
2020-03-01,Fluvial/Marítima,Europa,8837
2020-03-01,Fluvial/Marítima,Resto del mundo,2107
2020-03-01,Terrestre,Bolivia,15690
2020-03-01,Terrestre,Brasil,-44623
2020-03-01,Terrestre,Chile,5233
2020-03-01,Terrestre,Paraguay,-192
2020-03-01,Terrestre,Uruguay,-9647
2020-03-01,Terrestre,EE.UU. y Canadá,4501
2020-03-01,Terrestre,Resto de América,8542
2020-03-01,Terrestre,Europa,16619
2020-03-01,Terrestre,Resto del mundo,4969
2020-04-01,Aérea,Bolivia,0
2020-04-01,Aérea,Brasil,0
2020-04-01,Aérea,Chile,0
2020-04-01,Aérea,Paraguay,0
2020-04-01,Aérea,Uruguay,0
2020-04-01,Aérea,EE.UU. y Canadá,0
2020-04-01,Aérea,Resto de América,0
2020-04-01,Aérea,Europa,0
2020-04-01,Aérea,Resto del mundo,0
2020-04-01,Fluvial/Marítima,Bolivia,0
2020-04-01,Fluvial/Marítima,Brasil,0
2020-04-01,Fluvial/Marítima,Chile,0
2020-04-01,Fluvial/Marítima,Paraguay,0
2020-04-01,Fluvial/Marítima,Uruguay,0
2020-04-01,Fluvial/Marítima,EE.UU. y Canadá,0
2020-04-01,Fluvial/Marítima,Resto de América,0
2020-04-01,Fluvial/Marítima,Europa,0
2020-04-01,Fluvial/Marítima,Resto del mundo,0
2020-04-01,Terrestre,Bolivia,0
2020-04-01,Terrestre,Brasil,0
2020-04-01,Terrestre,Chile,0
2020-04-01,Terrestre,Paraguay,0
2020-04-01,Terrestre,Uruguay,0
2020-04-01,Terrestre,EE.UU. y Canadá,0
2020-04-01,Terrestre,Resto de América,0
2020-04-01,Terrestre,Europa,0
2020-04-01,Terrestre,Resto del mundo,0
2020-05-01,Aérea,Bolivia,0
2020-05-01,Aérea,Brasil,0
2020-05-01,Aérea,Chile,0
2020-05-01,Aérea,Paraguay,0
2020-05-01,Aérea,Uruguay,0
2020-05-01,Aérea,EE.UU. y Canadá,0
2020-05-01,Aérea,Resto de América,0
2020-05-01,Aérea,Europa,0
2020-05-01,Aérea,Resto del mundo,0
2020-05-01,Fluvial/Marítima,Bolivia,0
2020-05-01,Fluvial/Marítima,Brasil,0
2020-05-01,Fluvial/Marítima,Chile,0
2020-05-01,Fluvial/Marítima,Paraguay,0
2020-05-01,Fluvial/Marítima,Uruguay,0
2020-05-01,Fluvial/Marítima,EE.UU. y Canadá,0
2020-05-01,Fluvial/Marítima,Resto de América,0
2020-05-01,Fluvial/Marítima,Europa,0
2020-05-01,Fluvial/Marítima,Resto del mundo,0
2020-05-01,Terrestre,Bolivia,0
2020-05-01,Terrestre,Brasil,0
2020-05-01,Terrestre,Chile,0
2020-05-01,Terrestre,Paraguay,0
2020-05-01,Terrestre,Uruguay,0
2020-05-01,Terrestre,EE.UU. y Canadá,0
2020-05-01,Terrestre,Resto de América,0
2020-05-01,Terrestre,Europa,0
2020-05-01,Terrestre,Resto del mundo,0
2020-06-01,Aérea,Bolivia,0
2020-06-01,Aérea,Brasil,0
2020-06-01,Aérea,Chile,0
2020-06-01,Aérea,Paraguay,0
2020-06-01,Aérea,Uruguay,0
2020-06-01,Aérea,EE.UU. y Canadá,0
2020-06-01,Aérea,Resto de América,0
2020-06-01,Aérea,Europa,0
2020-06-01,Aérea,Resto del mundo,0
2020-06-01,Fluvial/Marítima,Bolivia,0
2020-06-01,Fluvial/Marítima,Brasil,0
2020-06-01,Fluvial/Marítima,Chile,0
2020-06-01,Fluvial/Marítima,Paraguay,0
2020-06-01,Fluvial/Marítima,Uruguay,0
2020-06-01,Fluvial/Marítima,EE.UU. y Canadá,0
2020-06-01,Fluvial/Marítima,Resto de América,0
2020-06-01,Fluvial/Marítima,Europa,0
2020-06-01,Fluvial/Marítima,Resto del mundo,0
2020-06-01,Terrestre,Bolivia,0
2020-06-01,Terrestre,Brasil,0
2020-06-01,Terrestre,Chile,0
2020-06-01,Terrestre,Paraguay,0
2020-06-01,Terrestre,Uruguay,0
2020-06-01,Terrestre,EE.UU. y Canadá,0
2020-06-01,Terrestre,Resto de América,0
2020-06-01,Terrestre,Europa,0
2020-06-01,Terrestre,Resto del mundo,0
2020-07-01,Aérea,Bolivia,-178
2020-07-01,Aérea,Brasil,-130
2020-07-01,Aérea,Chile,-232
2020-07-01,Aérea,Paraguay,-217
2020-07-01,Aérea,Uruguay,-11
2020-07-01,Aérea,EE.UU. y Canadá,-503
2020-07-01,Aérea,Resto de América,-581
2020-07-01,Aérea,Europa,-763
2020-07-01,Aérea,Resto del mundo,19
2020-07-01,Fluvial/Marítima,Bolivia,0
2020-07-01,Fluvial/Marítima,Brasil,6
2020-07-01,Fluvial/Marítima,Chile,0
2020-07-01,Fluvial/Marítima,Paraguay,1
2020-07-01,Fluvial/Marítima,Uruguay,-344
2020-07-01,Fluvial/Marítima,EE.UU. y Canadá,0
2020-07-01,Fluvial/Marítima,Resto de América,1
2020-07-01,Fluvial/Marítima,Europa,1
2020-07-01,Fluvial/Marítima,Resto del mundo,5
2020-07-01,Terrestre,Bolivia,-46
2020-07-01,Terrestre,Brasil,-345
2020-07-01,Terrestre,Chile,-88
2020-07-01,Terrestre,Paraguay,-422
2020-07-01,Terrestre,Uruguay,-354
2020-07-01,Terrestre,EE.UU. y Canadá,2
2020-07-01,Terrestre,Resto de América,1
2020-07-01,Terrestre,Europa,2
2020-07-01,Terrestre,Resto del mundo,29
2020-08-01,Aérea,Bolivia,-91
2020-08-01,Aérea,Brasil,-286
2020-08-01,Aérea,Chile,-117
2020-08-01,Aérea,Paraguay,-94
2020-08-01,Aérea,Uruguay,-56
2020-08-01,Aérea,EE.UU. y Canadá,-662
2020-08-01,Aérea,Resto de América,172
2020-08-01,Aérea,Europa,-839
2020-08-01,Aérea,Resto del mundo,9
2020-08-01,Fluvial/Marítima,Bolivia,1
2020-08-01,Fluvial/Marítima,Brasil,2
2020-08-01,Fluvial/Marítima,Chile,0
2020-08-01,Fluvial/Marítima,Paraguay,-7
2020-08-01,Fluvial/Marítima,Uruguay,-445
2020-08-01,Fluvial/Marítima,EE.UU. y Canadá,4
2020-08-01,Fluvial/Marítima,Resto de América,2
2020-08-01,Fluvial/Marítima,Europa,9
2020-08-01,Fluvial/Marítima,Resto del mundo,6
2020-08-01,Terrestre,Bolivia,257
2020-08-01,Terrestre,Brasil,-181
2020-08-01,Terrestre,Chile,-158
2020-08-01,Terrestre,Paraguay,318
2020-08-01,Terrestre,Uruguay,-438
2020-08-01,Terrestre,EE.UU. y Canadá,0
2020-08-01,Terrestre,Resto de América,1
2020-08-01,Terrestre,Europa,6
2020-08-01,Terrestre,Resto del mundo,2
2020-09-01,Aérea,Bolivia,-387
2020-09-01,Aérea,Brasil,-628
2020-09-01,Aérea,Chile,-320
2020-09-01,Aérea,Paraguay,-370
2020-09-01,Aérea,Uruguay,-45
2020-09-01,Aérea,EE.UU. y Canadá,-1602
2020-09-01,Aérea,Resto de América,-352
2020-09-01,Aérea,Europa,-2727
2020-09-01,Aérea,Resto del mundo,97
2020-09-01,Fluvial/Marítima,Bolivia,2
2020-09-01,Fluvial/Marítima,Brasil,6
2020-09-01,Fluvial/Marítima,Chile,1
2020-09-01,Fluvial/Marítima,Paraguay,0
2020-09-01,Fluvial/Marítima,Uruguay,-616
2020-09-01,Fluvial/Marítima,EE.UU. y Canadá,3
2020-09-01,Fluvial/Marítima,Resto de América,5
2020-09-01,Fluvial/Marítima,Europa,7
2020-09-01,Fluvial/Marítima,Resto del mundo,25
2020-09-01,Terrestre,Bolivia,426
2020-09-01,Terrestre,Brasil,-190
2020-09-01,Terrestre,Chile,-11
2020-09-01,Terrestre,Paraguay,525
2020-09-01,Terrestre,Uruguay,-615
2020-09-01,Terrestre,EE.UU. y Canadá,5
2020-09-01,Terrestre,Resto de América,24
2020-09-01,Terrestre,Europa,8
2020-09-01,Terrestre,Resto del mundo,6
2020-10-01,Aérea,Bolivia,-1052
2020-10-01,Aérea,Brasil,-1021
2020-10-01,Aérea,Chile,-604
2020-10-01,Aérea,Paraguay,-285
2020-10-01,Aérea,Uruguay,-137
2020-10-01,Aérea,EE.UU. y Canadá,-4297
2020-10-01,Aérea,Resto de América,-843
2020-10-01,Aérea,Europa,-3488
2020-10-01,Aérea,Resto del mundo,121
2020-10-01,Fluvial/Marítima,Bolivia,0
2020-10-01,Fluvial/Marítima,Brasil,2
2020-10-01,Fluvial/Marítima,Chile,0
2020-10-01,Fluvial/Marítima,Paraguay,0
2020-10-01,Fluvial/Marítima,Uruguay,-1118
2020-10-01,Fluvial/Marítima,EE.UU. y Canadá,1
2020-10-01,Fluvial/Marítima,Resto de América,7
2020-10-01,Fluvial/Marítima,Europa,4
2020-10-01,Fluvial/Marítima,Resto del mundo,3
2020-10-01,Terrestre,Bolivia,272
2020-10-01,Terrestre,Brasil,-245
2020-10-01,Terrestre,Chile,-206
2020-10-01,Terrestre,Paraguay,416
2020-10-01,Terrestre,Uruguay,-1051
2020-10-01,Terrestre,EE.UU. y Canadá,2
2020-10-01,Terrestre,Resto de América,30
2020-10-01,Terrestre,Europa,7
2020-10-01,Terrestre,Resto del mundo,1
2020-11-01,Aérea,Bolivia,-1243
2020-11-01,Aérea,Brasil,-2463
2020-11-01,Aérea,Chile,-1736
2020-11-01,Aérea,Paraguay,-630
2020-11-01,Aérea,Uruguay,-256
2020-11-01,Aérea,EE.UU. y Canadá,-8368
2020-11-01,Aérea,Resto de América,-2185
2020-11-01,Aérea,Europa,-4518
2020-11-01,Aérea,Resto del mundo,142
2020-11-01,Fluvial/Marítima,Bolivia,1
2020-11-01,Fluvial/Marítima,Brasil,4
2020-11-01,Fluvial/Marítima,Chile,6
2020-11-01,Fluvial/Marítima,Paraguay,4
2020-11-01,Fluvial/Marítima,Uruguay,-1262
2020-11-01,Fluvial/Marítima,EE.UU. y Canadá,2
2020-11-01,Fluvial/Marítima,Resto de América,7
2020-11-01,Fluvial/Marítima,Europa,17
2020-11-01,Fluvial/Marítima,Resto del mundo,1
2020-11-01,Terrestre,Bolivia,-90
2020-11-01,Terrestre,Brasil,-398
2020-11-01,Terrestre,Chile,-444
2020-11-01,Terrestre,Paraguay,1020
2020-11-01,Terrestre,Uruguay,-1485
2020-11-01,Terrestre,EE.UU. y Canadá,4
2020-11-01,Terrestre,Resto de América,51
2020-11-01,Terrestre,Europa,17
2020-11-01,Terrestre,Resto del mundo,2
2020-12-01,Aérea,Bolivia,-1621
2020-12-01,Aérea,Brasil,-2307
2020-12-01,Aérea,Chile,-4119
2020-12-01,Aérea,Paraguay,-3908
2020-12-01,Aérea,Uruguay,-121
2020-12-01,Aérea,EE.UU. y Canadá,-11674
2020-12-01,Aérea,Resto de América,-5644
2020-12-01,Aérea,Europa,-8402
2020-12-01,Aérea,Resto del mundo,184
2020-12-01,Fluvial/Marítima,Bolivia,1
2020-12-01,Fluvial/Marítima,Brasil,5
2020-12-01,Fluvial/Marítima,Chile,8
2020-12-01,Fluvial/Marítima,Paraguay,6
2020-12-01,Fluvial/Marítima,Uruguay,-1923
2020-12-01,Fluvial/Marítima,EE.UU. y Canadá,6
2020-12-01,Fluvial/Marítima,Resto de América,6
2020-12-01,Fluvial/Marítima,Europa,24
2020-12-01,Fluvial/Marítima,Resto del mundo,2
2020-12-01,Terrestre,Bolivia,-80
2020-12-01,Terrestre,Brasil,-578
2020-12-01,Terrestre,Chile,-2631
2020-12-01,Terrestre,Paraguay,1054
2020-12-01,Terrestre,Uruguay,-2380
2020-12-01,Terrestre,EE.UU. y Canadá,6
2020-12-01,Terrestre,Resto de América,58
2020-12-01,Terrestre,Europa,16
2020-12-01,Terrestre,Resto del mundo,3
2021-01-01,Aérea,Bolivia,-659
2021-01-01,Aérea,Brasil,-8941
2021-01-01,Aérea,Chile,-3765
2021-01-01,Aérea,Paraguay,-1872
2021-01-01,Aérea,Uruguay,-114
2021-01-01,Aérea,EE.UU. y Canadá,-11943
2021-01-01,Aérea,Resto de América,-13979
2021-01-01,Aérea,Europa,4211
2021-01-01,Aérea,Resto del mundo,-1150
2021-01-01,Fluvial/Marítima,Bolivia,5
2021-01-01,Fluvial/Marítima,Brasil,1
2021-01-01,Fluvial/Marítima,Chile,2
2021-01-01,Fluvial/Marítima,Paraguay,2
2021-01-01,Fluvial/Marítima,Uruguay,-1436
2021-01-01,Fluvial/Marítima,EE.UU. y Canadá,2
2021-01-01,Fluvial/Marítima,Resto de América,5
2021-01-01,Fluvial/Marítima,Europa,17
2021-01-01,Fluvial/Marítima,Resto del mundo,0
2021-01-01,Terrestre,Bolivia,-59
2021-01-01,Terrestre,Brasil,-835
2021-01-01,Terrestre,Chile,-443
2021-01-01,Terrestre,Paraguay,436
2021-01-01,Terrestre,Uruguay,-1225
2021-01-01,Terrestre,EE.UU. y Canadá,10
2021-01-01,Terrestre,Resto de América,23
2021-01-01,Terrestre,Europa,12
2021-01-01,Terrestre,Resto del mundo,0
2021-02-01,Aérea,Bolivia,-2637
2021-02-01,Aérea,Brasil,-7025
2021-02-01,Aérea,Chile,-3727
2021-02-01,Aérea,Paraguay,-2700
2021-02-01,Aérea,Uruguay,-185
2021-02-01,Aérea,EE.UU. y Canadá,-12969
2021-02-01,Aérea,Resto de América,-17568
2021-02-01,Aérea,Europa,598
2021-02-01,Aérea,Resto del mundo,-437
2021-02-01,Fluvial/Marítima,Bolivia,1
2021-02-01,Fluvial/Marítima,Brasil,3
2021-02-01,Fluvial/Marítima,Chile,1
2021-02-01,Fluvial/Marítima,Paraguay,1
2021-02-01,Fluvial/Marítima,Uruguay,-2728
2021-02-01,Fluvial/Marítima,EE.UU. y Canadá,4
2021-02-01,Fluvial/Marítima,Resto de América,10
2021-02-01,Fluvial/Marítima,Europa,21
2021-02-01,Fluvial/Marítima,Resto del mundo,2
2021-02-01,Terrestre,Bolivia,-103
2021-02-01,Terrestre,Brasil,-757
2021-02-01,Terrestre,Chile,-634
2021-02-01,Terrestre,Paraguay,182
2021-02-01,Terrestre,Uruguay,-660
2021-02-01,Terrestre,EE.UU. y Canadá,7
2021-02-01,Terrestre,Resto de América,20
2021-02-01,Terrestre,Europa,22
2021-02-01,Terrestre,Resto del mundo,8
2021-03-01,Aérea,Bolivia,-2372
2021-03-01,Aérea,Brasil,-5925
2021-03-01,Aérea,Chile,-2617
2021-03-01,Aérea,Paraguay,-4328
2021-03-01,Aérea,Uruguay,-254
2021-03-01,Aérea,EE.UU. y Canadá,-7970
2021-03-01,Aérea,Resto de América,-17740
2021-03-01,Aérea,Europa,1809
2021-03-01,Aérea,Resto del mundo,-279
2021-03-01,Fluvial/Marítima,Bolivia,1
2021-03-01,Fluvial/Marítima,Brasil,-5
2021-03-01,Fluvial/Marítima,Chile,1
2021-03-01,Fluvial/Marítima,Paraguay,3
2021-03-01,Fluvial/Marítima,Uruguay,-4172
2021-03-01,Fluvial/Marítima,EE.UU. y Canadá,6
2021-03-01,Fluvial/Marítima,Resto de América,4
2021-03-01,Fluvial/Marítima,Europa,15
2021-03-01,Fluvial/Marítima,Resto del mundo,4
2021-03-01,Terrestre,Bolivia,-150
2021-03-01,Terrestre,Brasil,-643
2021-03-01,Terrestre,Chile,-427
2021-03-01,Terrestre,Paraguay,-128
2021-03-01,Terrestre,Uruguay,-229
2021-03-01,Terrestre,EE.UU. y Canadá,2
2021-03-01,Terrestre,Resto de América,17
2021-03-01,Terrestre,Europa,9
2021-03-01,Terrestre,Resto del mundo,2
2021-04-01,Aérea,Bolivia,-1482
2021-04-01,Aérea,Brasil,-710
2021-04-01,Aérea,Chile,-1019
2021-04-01,Aérea,Paraguay,-1864
2021-04-01,Aérea,Uruguay,-134
2021-04-01,Aérea,EE.UU. y Canadá,-9190
2021-04-01,Aérea,Resto de América,-5569
2021-04-01,Aérea,Europa,1476
2021-04-01,Aérea,Resto del mundo,137
2021-04-01,Fluvial/Marítima,Bolivia,1
2021-04-01,Fluvial/Marítima,Brasil,-3
2021-04-01,Fluvial/Marítima,Chile,0
2021-04-01,Fluvial/Marítima,Paraguay,4
2021-04-01,Fluvial/Marítima,Uruguay,-2026
2021-04-01,Fluvial/Marítima,EE.UU. y Canadá,3
2021-04-01,Fluvial/Marítima,Resto de América,8
2021-04-01,Fluvial/Marítima,Europa,7
2021-04-01,Fluvial/Marítima,Resto del mundo,6
2021-04-01,Terrestre,Bolivia,-156
2021-04-01,Terrestre,Brasil,88
2021-04-01,Terrestre,Chile,-118
2021-04-01,Terrestre,Paraguay,63
2021-04-01,Terrestre,Uruguay,117
2021-04-01,Terrestre,EE.UU. y Canadá,1
2021-04-01,Terrestre,Resto de América,4
2021-04-01,Terrestre,Europa,9
2021-04-01,Terrestre,Resto del mundo,1
2021-05-01,Aérea,Bolivia,-1075
2021-05-01,Aérea,Brasil,-603
2021-05-01,Aérea,Chile,-1006
2021-05-01,Aérea,Paraguay,-1284
2021-05-01,Aérea,Uruguay,-218
2021-05-01,Aérea,EE.UU. y Canadá,-13861
2021-05-01,Aérea,Resto de América,-4946
2021-05-01,Aérea,Europa,-387
2021-05-01,Aérea,Resto del mundo,105
2021-05-01,Fluvial/Marítima,Bolivia,0
2021-05-01,Fluvial/Marítima,Brasil,3
2021-05-01,Fluvial/Marítima,Chile,1
2021-05-01,Fluvial/Marítima,Paraguay,1
2021-05-01,Fluvial/Marítima,Uruguay,-2456
2021-05-01,Fluvial/Marítima,EE.UU. y Canadá,5
2021-05-01,Fluvial/Marítima,Resto de América,4
2021-05-01,Fluvial/Marítima,Europa,4
2021-05-01,Fluvial/Marítima,Resto del mundo,3
2021-05-01,Terrestre,Bolivia,-143
2021-05-01,Terrestre,Brasil,70
2021-05-01,Terrestre,Chile,-96
2021-05-01,Terrestre,Paraguay,96
2021-05-01,Terrestre,Uruguay,158
2021-05-01,Terrestre,EE.UU. y Canadá,5
2021-05-01,Terrestre,Resto de América,3
