indice_tiempo,medio_de_transporte,pais,balanza
2023-03-01,Terrestre,Brasil,-108077
2023-03-01,Terrestre,Chile,-4998
2023-03-01,Terrestre,Paraguay,-20417
2023-03-01,Terrestre,Uruguay,-7960
2023-03-01,Terrestre,EE.UU. y Canadá,10499
2023-03-01,Terrestre,Resto de América,6747
2023-03-01,Terrestre,Europa,26713
2023-03-01,Terrestre,Resto del mundo,6283
2023-04-01,Aérea,Bolivia,1739
2023-04-01,Aérea,Brasil,-9365
2023-04-01,Aérea,Chile,13660
2023-04-01,Aérea,Paraguay,1972
2023-04-01,Aérea,Uruguay,2587
2023-04-01,Aérea,EE.UU. y Canadá,-8915
2023-04-01,Aérea,Resto de América,-18741
2023-04-01,Aérea,Europa,1516
2023-04-01,Aérea,Resto del mundo,1211
2023-04-01,Fluvial/Marítima,Bolivia,203
2023-04-01,Fluvial/Marítima,Brasil,5353
2023-04-01,Fluvial/Marítima,Chile,1458
2023-04-01,Fluvial/Marítima,Paraguay,-3015
2023-04-01,Fluvial/Marítima,Uruguay,14756
2023-04-01,Fluvial/Marítima,EE.UU. y Canadá,4438
2023-04-01,Fluvial/Marítima,Resto de América,6583
2023-04-01,Fluvial/Marítima,Europa,6197
2023-04-01,Fluvial/Marítima,Resto del mundo,1071
2023-04-01,Terrestre,Bolivia,-5509
2023-04-01,Terrestre,Brasil,-27692
2023-04-01,Terrestre,Chile,25610
2023-04-01,Terrestre,Paraguay,-24048
2023-04-01,Terrestre,Uruguay,59451
2023-04-01,Terrestre,EE.UU. y Canadá,5582
2023-04-01,Terrestre,Resto de América,8830
2023-04-01,Terrestre,Europa,18841
2023-04-01,Terrestre,Resto del mundo,4204
2023-05-01,Aérea,Bolivia,2097
2023-05-01,Aérea,Brasil,7859
2023-05-01,Aérea,Chile,16413
2023-05-01,Aérea,Paraguay,730
2023-05-01,Aérea,Uruguay,2182
2023-05-01,Aérea,EE.UU. y Canadá,-27979
2023-05-01,Aérea,Resto de América,-26121
2023-05-01,Aérea,Europa,-36692
2023-05-01,Aérea,Resto del mundo,-2633
2023-05-01,Fluvial/Marítima,Bolivia,-226
2023-05-01,Fluvial/Marítima,Brasil,6102
2023-05-01,Fluvial/Marítima,Chile,1333
2023-05-01,Fluvial/Marítima,Paraguay,-4417
2023-05-01,Fluvial/Marítima,Uruguay,15533
2023-05-01,Fluvial/Marítima,EE.UU. y Canadá,1888
2023-05-01,Fluvial/Marítima,Resto de América,4745
2023-05-01,Fluvial/Marítima,Europa,2936
2023-05-01,Fluvial/Marítima,Resto del mundo,693
2023-05-01,Terrestre,Bolivia,-6521
2023-05-01,Terrestre,Brasil,-11032
2023-05-01,Terrestre,Chile,38551
2023-05-01,Terrestre,Paraguay,-29156
2023-05-01,Terrestre,Uruguay,40341
2023-05-01,Terrestre,EE.UU. y Canadá,3332
2023-05-01,Terrestre,Resto de América,7477
2023-05-01,Terrestre,Europa,10537
2023-05-01,Terrestre,Resto del mundo,2133
2023-06-01,Aérea,Bolivia,1559
2023-06-01,Aérea,Brasil,33602
2023-06-01,Aérea,Chile,19692
2023-06-01,Aérea,Paraguay,-550
2023-06-01,Aérea,Uruguay,1564
2023-06-01,Aérea,EE.UU. y Canadá,-31592
2023-06-01,Aérea,Resto de América,-17717
2023-06-01,Aérea,Europa,-54077
2023-06-01,Aérea,Resto del mundo,705
2023-06-01,Fluvial/Marítima,Bolivia,-206
2023-06-01,Fluvial/Marítima,Brasil,8814
2023-06-01,Fluvial/Marítima,Chile,1569
2023-06-01,Fluvial/Marítima,Paraguay,-2981
2023-06-01,Fluvial/Marítima,Uruguay,20206
2023-06-01,Fluvial/Marítima,EE.UU. y Canadá,2240
2023-06-01,Fluvial/Marítima,Resto de América,4777
2023-06-01,Fluvial/Marítima,Europa,1932
2023-06-01,Fluvial/Marítima,Resto del mundo,642
2023-06-01,Terrestre,Bolivia,-5395
2023-06-01,Terrestre,Brasil,1017
2023-06-01,Terrestre,Chile,5983
2023-06-01,Terrestre,Paraguay,-14835
2023-06-01,Terrestre,Uruguay,40252
2023-06-01,Terrestre,EE.UU. y Canadá,2828
2023-06-01,Terrestre,Resto de América,5897
2023-06-01,Terrestre,Europa,4878
2023-06-01,Terrestre,Resto del mundo,1377
2023-07-01,Aérea,Bolivia,1603
2023-07-01,Aérea,Brasil,49931
2023-07-01,Aérea,Chile,26604
2023-07-01,Aérea,Paraguay,908
2023-07-01,Aérea,Uruguay,5453
2023-07-01,Aérea,EE.UU. y Canadá,-28292
2023-07-01,Aérea,Resto de América,-17041
2023-07-01,Aérea,Europa,-49272
2023-07-01,Aérea,Resto del mundo,539
2023-07-01,Fluvial/Marítima,Bolivia,352
2023-07-01,Fluvial/Marítima,Brasil,14446
2023-07-01,Fluvial/Marítima,Chile,2212
2023-07-01,Fluvial/Marítima,Paraguay,-8651
2023-07-01,Fluvial/Marítima,Uruguay,38246
2023-07-01,Fluvial/Marítima,EE.UU. y Canadá,2303
2023-07-01,Fluvial/Marítima,Resto de América,5803
2023-07-01,Fluvial/Marítima,Europa,2806
2023-07-01,Fluvial/Marítima,Resto del mundo,683
2023-07-01,Terrestre,Bolivia,-10556
2023-07-01,Terrestre,Brasil,-9692
2023-07-01,Terrestre,Chile,19911
2023-07-01,Terrestre,Paraguay,-32067
2023-07-01,Terrestre,Uruguay,82041
2023-07-01,Terrestre,EE.UU. y Canadá,3098
2023-07-01,Terrestre,Resto de América,7201
2023-07-01,Terrestre,Europa,7045
2023-07-01,Terrestre,Resto del mundo,1325
2023-08-01,Aérea,Bolivia,2177
2023-08-01,Aérea,Brasil,44339
2023-08-01,Aérea,Chile,16845
2023-08-01,Aérea,Paraguay,529
2023-08-01,Aérea,Uruguay,948
2023-08-01,Aérea,EE.UU. y Canadá,-20807
2023-08-01,Aérea,Resto de América,-12451
2023-08-01,Aérea,Europa,-42283
2023-08-01,Aérea,Resto del mundo,-543
2023-08-01,Fluvial/Marítima,Bolivia,-802
2023-08-01,Fluvial/Marítima,Brasil,9215
2023-08-01,Fluvial/Marítima,Chile,1427
2023-08-01,Fluvial/Marítima,Paraguay,-4427
2023-08-01,Fluvial/Marítima,Uruguay,21525
2023-08-01,Fluvial/Marítima,EE.UU. y Canadá,1972
2023-08-01,Fluvial/Marítima,Resto de América,6897
2023-08-01,Fluvial/Marítima,Europa,2975
2023-08-01,Fluvial/Marítima,Resto del mundo,604
2023-08-01,Terrestre,Bolivia,-13423
2023-08-01,Terrestre,Brasil,1676
2023-08-01,Terrestre,Chile,3022
2023-08-01,Terrestre,Paraguay,-17677
2023-08-01,Terrestre,Uruguay,59060
2023-08-01,Terrestre,EE.UU. y Canadá,2863
2023-08-01,Terrestre,Resto de América,7759
2023-08-01,Terrestre,Europa,9850
2023-08-01,Terrestre,Resto del mundo,1519
2023-09-01,Aérea,Bolivia,1196
2023-09-01,Aérea,Brasil,40231
2023-09-01,Aérea,Chile,21467
2023-09-01,Aérea,Paraguay,34
2023-09-01,Aérea,Uruguay,1872
2023-09-01,Aérea,EE.UU. y Canadá,-32414
2023-09-01,Aérea,Resto de América,-4700
2023-09-01,Aérea,Europa,-53330
2023-09-01,Aérea,Resto del mundo,-2006
2023-09-01,Fluvial/Marítima,Bolivia,-264
2023-09-01,Fluvial/Marítima,Brasil,10779
2023-09-01,Fluvial/Marítima,Chile,2121
2023-09-01,Fluvial/Marítima,Paraguay,-2935
2023-09-01,Fluvial/Marítima,Uruguay,29205
2023-09-01,Fluvial/Marítima,EE.UU. y Canadá,2047
2023-09-01,Fluvial/Marítima,Resto de América,7200
2023-09-01,Fluvial/Marítima,Europa,2830
2023-09-01,Fluvial/Marítima,Resto del mundo,793
2023-09-01,Terrestre,Bolivia,-9815
2023-09-01,Terrestre,Brasil,15067
2023-09-01,Terrestre,Chile,18266
2023-09-01,Terrestre,Paraguay,-14033
2023-09-01,Terrestre,Uruguay,72544
2023-09-01,Terrestre,EE.UU. y Canadá,3387
2023-09-01,Terrestre,Resto de América,8094
2023-09-01,Terrestre,Europa,8248
2023-09-01,Terrestre,Resto del mundo,2244
2023-10-01,Aérea,Bolivia,2621
2023-10-01,Aérea,Brasil,22019
2023-10-01,Aérea,Chile,21506
2023-10-01,Aérea,Paraguay,1092
2023-10-01,Aérea,Uruguay,-310
2023-10-01,Aérea,EE.UU. y Canadá,-35444
2023-10-01,Aérea,Resto de América,-1508
2023-10-01,Aérea,Europa,-46540
2023-10-01,Aérea,Resto del mundo,-3096
2023-10-01,Fluvial/Marítima,Bolivia,447
2023-10-01,Fluvial/Marítima,Brasil,10054
2023-10-01,Fluvial/Marítima,Chile,1739
2023-10-01,Fluvial/Marítima,Paraguay,-3512
2023-10-01,Fluvial/Marítima,Uruguay,17564
2023-10-01,Fluvial/Marítima,EE.UU. y Canadá,2559
2023-10-01,Fluvial/Marítima,Resto de América,8825
2023-10-01,Fluvial/Marítima,Europa,4504
2023-10-01,Fluvial/Marítima,Resto del mundo,1043
2023-10-01,Terrestre,Bolivia,-3131
2023-10-01,Terrestre,Brasil,2282
2023-10-01,Terrestre,Chile,13288
2023-10-01,Terrestre,Paraguay,-12721
2023-10-01,Terrestre,Uruguay,59909
2023-10-01,Terrestre,EE.UU. y Canadá,5556
2023-10-01,Terrestre,Resto de América,11132
2023-10-01,Terrestre,Europa,18022
2023-10-01,Terrestre,Resto del mundo,3095
2023-11-01,Aérea,Bolivia,2808
2023-11-01,Aérea,Brasil,3645
2023-11-01,Aérea,Chile,28682
2023-11-01,Aérea,Paraguay,1112
2023-11-01,Aérea,Uruguay,-469
2023-11-01,Aérea,EE.UU. y Canadá,3219
2023-11-01,Aérea,Resto de América,5655
2023-11-01,Aérea,Europa,-1967
2023-11-01,Aérea,Resto del mundo,1380
2023-11-01,Fluvial/Marítima,Bolivia,298
2023-11-01,Fluvial/Marítima,Brasil,8669
2023-11-01,Fluvial/Marítima,Chile,1946
2023-11-01,Fluvial/Marítima,Paraguay,-1232
2023-11-01,Fluvial/Marítima,Uruguay,19424
2023-11-01,Fluvial/Marítima,EE.UU. y Canadá,5048
2023-11-01,Fluvial/Marítima,Resto de América,9267
2023-11-01,Fluvial/Marítima,Europa,11673
2023-11-01,Fluvial/Marítima,Resto del mundo,1624
2023-11-01,Terrestre,Bolivia,-4709
2023-11-01,Terrestre,Brasil,-7939
2023-11-01,Terrestre,Chile,10119
2023-11-01,Terrestre,Paraguay,-8254
2023-11-01,Terrestre,Uruguay,54661
2023-11-01,Terrestre,EE.UU. y Canadá,9958
2023-11-01,Terrestre,Resto de América,9801
2023-11-01,Terrestre,Europa,35980
2023-11-01,Terrestre,Resto del mundo,4287
2023-12-01,Aérea,Bolivia,3440
2023-12-01,Aérea,Brasil,5517
2023-12-01,Aérea,Chile,27378
2023-12-01,Aérea,Paraguay,-295
2023-12-01,Aérea,Uruguay,-2868
2023-12-01,Aérea,EE.UU. y Canadá,17868
2023-12-01,Aérea,Resto de América,-2318
2023-12-01,Aérea,Europa,36404
2023-12-01,Aérea,Resto del mundo,8789
2023-12-01,Fluvial/Marítima,Bolivia,1053
2023-12-01,Fluvial/Marítima,Brasil,8022
2023-12-01,Fluvial/Marítima,Chile,2058
2023-12-01,Fluvial/Marítima,Paraguay,-2412
2023-12-01,Fluvial/Marítima,Uruguay,-17767
2023-12-01,Fluvial/Marítima,EE.UU. y Canadá,16333
2023-12-01,Fluvial/Marítima,Resto de América,9891
2023-12-01,Fluvial/Marítima,Europa,10488
2023-12-01,Fluvial/Marítima,Resto del mundo,3163
2023-12-01,Terrestre,Bolivia,-1403
2023-12-01,Terrestre,Brasil,-582
2023-12-01,Terrestre,Chile,21642
2023-12-01,Terrestre,Paraguay,-7022
2023-12-01,Terrestre,Uruguay,22948
2023-12-01,Terrestre,EE.UU. y Canadá,11744
2023-12-01,Terrestre,Resto de América,10187
2023-12-01,Terrestre,Europa,28537
2023-12-01,Terrestre,Resto del mundo,5593
2024-01-01,Aérea,Bolivia,2133
2024-01-01,Aérea,Brasil,-24829
2024-01-01,Aérea,Chile,13710
2024-01-01,Aérea,Paraguay,-344
2024-01-01,Aérea,Uruguay,-7304
2024-01-01,Aérea,EE.UU. y Canadá,19373
2024-01-01,Aérea,Resto de América,-16302
2024-01-01,Aérea,Europa,38010
2024-01-01,Aérea,Resto del mundo,4550
2024-01-01,Fluvial/Marítima,Bolivia,177
2024-01-01,Fluvial/Marítima,Brasil,8476
2024-01-01,Fluvial/Marítima,Chile,2463
2024-01-01,Fluvial/Marítima,Paraguay,-12005
2024-01-01,Fluvial/Marítima,Uruguay,-66794
2024-01-01,Fluvial/Marítima,EE.UU. y Canadá,31221
2024-01-01,Fluvial/Marítima,Resto de América,11942
2024-01-01,Fluvial/Marítima,Europa,15538
2024-01-01,Fluvial/Marítima,Resto del mundo,4931
2024-01-01,Terrestre,Bolivia,-11506
2024-01-01,Terrestre,Brasil,-137104
2024-01-01,Terrestre,Chile,-38637
2024-01-01,Terrestre,Paraguay,-87071
2024-01-01,Terrestre,Uruguay,-32160
2024-01-01,Terrestre,EE.UU. y Canadá,12619
2024-01-01,Terrestre,Resto de América,12910
2024-01-01,Terrestre,Europa,33800
2024-01-01,Terrestre,Resto del mundo,7883
2024-02-01,Aérea,Bolivia,-694
2024-02-01,Aérea,Brasil,-65893
2024-02-01,Aérea,Chile,22454
2024-02-01,Aérea,Paraguay,68
2024-02-01,Aérea,Uruguay,-4887
2024-02-01,Aérea,EE.UU. y Canadá,-15148
2024-02-01,Aérea,Resto de América,-38600
2024-02-01,Aérea,Europa,21841
2024-02-01,Aérea,Resto del mundo,5658
2024-02-01,Fluvial/Marítima,Bolivia,-2369
2024-02-01,Fluvial/Marítima,Brasil,-2312
2024-02-01,Fluvial/Marítima,Chile,5712
2024-02-01,Fluvial/Marítima,Paraguay,-4736
2024-02-01,Fluvial/Marítima,Uruguay,-55122
2024-02-01,Fluvial/Marítima,EE.UU. y Canadá,34249
2024-02-01,Fluvial/Marítima,Resto de América,8581
2024-02-01,Fluvial/Marítima,Europa,19020
2024-02-01,Fluvial/Marítima,Resto del mundo,8158
2024-02-01,Terrestre,Bolivia,-47721
2024-02-01,Terrestre,Brasil,-183793
2024-02-01,Terrestre,Chile,44888
2024-02-01,Terrestre,Paraguay,-52609
2024-02-01,Terrestre,Uruguay,-49905
2024-02-01,Terrestre,EE.UU. y Canadá,11711
2024-02-01,Terrestre,Resto de América,10021
2024-02-01,Terrestre,Europa,33071
2024-02-01,Terrestre,Resto del mundo,8435
2024-03-01,Aérea,Bolivia,683
2024-03-01,Aérea,Brasil,-40021
2024-03-01,Aérea,Chile,12684
2024-03-01,Aérea,Paraguay,659
2024-03-01,Aérea,Uruguay,988
2024-03-01,Aérea,EE.UU. y Canadá,3592
2024-03-01,Aérea,Resto de América,-24075
2024-03-01,Aérea,Europa,25128
2024-03-01,Aérea,Resto del mundo,4646
2024-03-01,Fluvial/Marítima,Bolivia,-964
2024-03-01,Fluvial/Marítima,Brasil,94
2024-03-01,Fluvial/Marítima,Chile,2781
2024-03-01,Fluvial/Marítima,Paraguay,-1150
2024-03-01,Fluvial/Marítima,Uruguay,-1662
2024-03-01,Fluvial/Marítima,EE.UU. y Canadá,29476
2024-03-01,Fluvial/Marítima,Resto de América,14643
2024-03-01,Fluvial/Marítima,Europa,19226
2024-03-01,Fluvial/Marítima,Resto del mundo,8872
2024-03-01,Terrestre,Bolivia,-17260
2024-03-01,Terrestre,Brasil,-78345
2024-03-01,Terrestre,Chile,-25690
2024-03-01,Terrestre,Paraguay,-15508
2024-03-01,Terrestre,Uruguay,21540
2024-03-01,Terrestre,EE.UU. y Canadá,13326
2024-03-01,Terrestre,Resto de América,11688
2024-03-01,Terrestre,Europa,33132
2024-03-01,Terrestre,Resto del mundo,7905
2024-04-01,Aérea,Bolivia,284
2024-04-01,Aérea,Brasil,-9791
2024-04-01,Aérea,Chile,2829
2024-04-01,Aérea,Paraguay,-1710
2024-04-01,Aérea,Uruguay,-523
2024-04-01,Aérea,EE.UU. y Canadá,-16308
2024-04-01,Aérea,Resto de América,-12495
2024-04-01,Aérea,Europa,2281
2024-04-01,Aérea,Resto del mundo,-1707
2024-04-01,Fluvial/Marítima,Bolivia,-814
2024-04-01,Fluvial/Marítima,Brasil,2928
2024-04-01,Fluvial/Marítima,Chile,1359
2024-04-01,Fluvial/Marítima,Paraguay,-4106
2024-04-01,Fluvial/Marítima,Uruguay,-18006
2024-04-01,Fluvial/Marítima,EE.UU. y Canadá,7682
2024-04-01,Fluvial/Marítima,Resto de América,9019
2024-04-01,Fluvial/Marítima,Europa,6200
2024-04-01,Fluvial/Marítima,Resto del mundo,1760
2024-04-01,Terrestre,Bolivia,-12480
2024-04-01,Terrestre,Brasil,-42242
2024-04-01,Terrestre,Chile,-122155
2024-04-01,Terrestre,Paraguay,-52365
2024-04-01,Terrestre,Uruguay,-20831
2024-04-01,Terrestre,EE.UU. y Canadá,6683
2024-04-01,Terrestre,Resto de América,9442
2024-04-01,Terrestre,Europa,18857
2024-04-01,Terrestre,Resto del mundo,5225
2024-05-01,Aérea,Bolivia,588
2024-05-01,Aérea,Brasil,19971
2024-05-01,Aérea,Chile,5221
2024-05-01,Aérea,Paraguay,-666
2024-05-01,Aérea,Uruguay,-3
2024-05-01,Aérea,EE.UU. y Canadá,-30389
2024-05-01,Aérea,Resto de América,-23752
2024-05-01,Aérea,Europa,-31218
2024-05-01,Aérea,Resto del mundo,-3367
2024-05-01,Fluvial/Marítima,Bolivia,-536
2024-05-01,Fluvial/Marítima,Brasil,4447
2024-05-01,Fluvial/Marítima,Chile,1079
2024-05-01,Fluvial/Marítima,Paraguay,-2314
2024-05-01,Fluvial/Marítima,Uruguay,-2412
2024-05-01,Fluvial/Marítima,EE.UU. y Canadá,2280
2024-05-01,Fluvial/Marítima,Resto de América,6736
2024-05-01,Fluvial/Marítima,Europa,2971
2024-05-01,Fluvial/Marítima,Resto del mundo,1000
2024-05-01,Terrestre,Bolivia,-9220
2024-05-01,Terrestre,Brasil,-5281
2024-05-01,Terrestre,Chile,-68087
2024-05-01,Terrestre,Paraguay,-30207
2024-05-01,Terrestre,Uruguay,5435
2024-05-01,Terrestre,EE.UU. y Canadá,3480
2024-05-01,Terrestre,Resto de América,7695
2024-05-01,Terrestre,Europa,10340
2024-05-01,Terrestre,Resto del mundo,2811
2024-06-01,Aérea,Bolivia,-82
2024-06-01,Aérea,Brasil,29825
2024-06-01,Aérea,Chile,-6283
2024-06-01,Aérea,Paraguay,-335
2024-06-01,Aérea,Uruguay,329
2024-06-01,Aérea,EE.UU. y Canadá,-29447
2024-06-01,Aérea,Resto de América,-38275
2024-06-01,Aérea,Europa,-52683
2024-06-01,Aérea,Resto del mundo,-2113
2024-06-01,Fluvial/Marítima,Bolivia,-703
2024-06-01,Fluvial/Marítima,Brasil,5755
2024-06-01,Fluvial/Marítima,Chile,934
2024-06-01,Fluvial/Marítima,Paraguay,-2092
2024-06-01,Fluvial/Marítima,Uruguay,-7181
2024-06-01,Fluvial/Marítima,EE.UU. y Canadá,1974
2024-06-01,Fluvial/Marítima,Resto de América,5480
2024-06-01,Fluvial/Marítima,Europa,1610
2024-06-01,Fluvial/Marítima,Resto del mundo,549
2024-06-01,Terrestre,Bolivia,-9105
2024-06-01,Terrestre,Brasil,-939
2024-06-01,Terrestre,Chile,-30384
2024-06-01,Terrestre,Paraguay,-35335
2024-06-01,Terrestre,Uruguay,3369
2024-06-01,Terrestre,EE.UU. y Canadá,3308
2024-06-01,Terrestre,Resto de América,5959
2024-06-01,Terrestre,Europa,4920
2024-06-01,Terrestre,Resto del mundo,1399
2024-07-01,Aérea,Bolivia,304
2024-07-01,Aérea,Brasil,46556
2024-07-01,Aérea,Chile,-12139
2024-07-01,Aérea,Paraguay,1919
2024-07-01,Aérea,Uruguay,4810
2024-07-01,Aérea,EE.UU. y Canadá,-48311
2024-07-01,Aérea,Resto de América,-27314
2024-07-01,Aérea,Europa,-48952
2024-07-01,Aérea,Resto del mundo,-814
2024-07-01,Fluvial/Marítima,Bolivia,-1314
2024-07-01,Fluvial/Marítima,Brasil,12112
2024-07-01,Fluvial/Marítima,Chile,1192
2024-07-01,Fluvial/Marítima,Paraguay,-4922
2024-07-01,Fluvial/Marítima,Uruguay,9365
2024-07-01,Fluvial/Marítima,EE.UU. y Canadá,2153
2024-07-01,Fluvial/Marítima,Resto de América,7619
2024-07-01,Fluvial/Marítima,Europa,2538
2024-07-01,Fluvial/Marítima,Resto del mundo,687
2024-07-01,Terrestre,Bolivia,-17623
2024-07-01,Terrestre,Brasil,-4512
2024-07-01,Terrestre,Chile,-56568
2024-07-01,Terrestre,Paraguay,-56332
2024-07-01,Terrestre,Uruguay,34237
2024-07-01,Terrestre,EE.UU. y Canadá,3067
2024-07-01,Terrestre,Resto de América,8094
2024-07-01,Terrestre,Europa,7481
2024-07-01,Terrestre,Resto del mundo,1417
2024-08-01,Aérea,Bolivia,-1033
2024-08-01,Aérea,Brasil,48334
2024-08-01,Aérea,Chile,-4268
2024-08-01,Aérea,Paraguay,413
2024-08-01,Aérea,Uruguay,252
2024-08-01,Aérea,EE.UU. y Canadá,-30799
2024-08-01,Aérea,Resto de América,-15776
2024-08-01,Aérea,Europa,-45076
2024-08-01,Aérea,Resto del mundo,1168
2024-08-01,Fluvial/Marítima,Bolivia,-1355
2024-08-01,Fluvial/Marítima,Brasil,8001
2024-08-01,Fluvial/Marítima,Chile,965
2024-08-01,Fluvial/Marítima,Paraguay,-1994
2024-08-01,Fluvial/Marítima,Uruguay,6430
2024-08-01,Fluvial/Marítima,EE.UU. y Canadá,1603
2024-08-01,Fluvial/Marítima,Resto de América,8618
2024-08-01,Fluvial/Marítima,Europa,3155
2024-08-01,Fluvial/Marítima,Resto del mundo,675
2024-08-01,Terrestre,Bolivia,-16355
2024-08-01,Terrestre,Brasil,5058
2024-08-01,Terrestre,Chile,-39997
2024-08-01,Terrestre,Paraguay,-29652
2024-08-01,Terrestre,Uruguay,19998
2024-08-01,Terrestre,EE.UU. y Canadá,2572
2024-08-01,Terrestre,Resto de América,8064
2024-08-01,Terrestre,Europa,11152
2024-08-01,Terrestre,Resto del mundo,1547
2024-09-01,Aérea,Bolivia,-985
2024-09-01,Aérea,Brasil,18210
2024-09-01,Aérea,Chile,3464
2024-09-01,Aérea,Paraguay,227
2024-09-01,Aérea,Uruguay,1554
2024-09-01,Aérea,EE.UU. y Canadá,-36365
2024-09-01,Aérea,Resto de América,-19216
2024-09-01,Aérea,Europa,-64471
2024-09-01,Aérea,Resto del mundo,-2020
2024-09-01,Fluvial/Marítima,Bolivia,-1475
2024-09-01,Fluvial/Marítima,Brasil,8165
2024-09-01,Fluvial/Marítima,Chile,1787
2024-09-01,Fluvial/Marítima,Paraguay,-2232
2024-09-01,Fluvial/Marítima,Uruguay,12248
2024-09-01,Fluvial/Marítima,EE.UU. y Canadá,1771
2024-09-01,Fluvial/Marítima,Resto de América,8242
2024-09-01,Fluvial/Marítima,Europa,3007
2024-09-01,Fluvial/Marítima,Resto del mundo,837
2024-09-01,Terrestre,Bolivia,-13960
2024-09-01,Terrestre,Brasil,345
2024-09-01,Terrestre,Chile,-46332
2024-09-01,Terrestre,Paraguay,-30595
2024-09-01,Terrestre,Uruguay,40773
2024-09-01,Terrestre,EE.UU. y Canadá,2797
2024-09-01,Terrestre,Resto de América,8339
2024-09-01,Terrestre,Europa,8554
2024-09-01,Terrestre,Resto del mundo,2268
2024-10-01,Aérea,Bolivia,-20
2024-10-01,Aérea,Brasil,-12517
2024-10-01,Aérea,Chile,-9034
2024-10-01,Aérea,Paraguay,-563
2024-10-01,Aérea,Uruguay,236
2024-10-01,Aérea,EE.UU. y Canadá,-31647
2024-10-01,Aérea,Resto de América,-15678
2024-10-01,Aérea,Europa,-53655
2024-10-01,Aérea,Resto del mundo,-1419
2024-10-01,Fluvial/Marítima,Bolivia,-474
2024-10-01,Fluvial/Marítima,Brasil,4863
2024-10-01,Fluvial/Marítima,Chile,1112
2024-10-01,Fluvial/Marítima,Paraguay,-2386
2024-10-01,Fluvial/Marítima,Uruguay,-10273
2024-10-01,Fluvial/Marítima,EE.UU. y Canadá,2991
2024-10-01,Fluvial/Marítima,Resto de América,9711
2024-10-01,Fluvial/Marítima,Europa,4420
2024-10-01,Fluvial/Marítima,Resto del mundo,1348
2024-10-01,Terrestre,Bolivia,-6755
2024-10-01,Terrestre,Brasil,-12391
2024-10-01,Terrestre,Chile,-91167
2024-10-01,Terrestre,Paraguay,-33597
2024-10-01,Terrestre,Uruguay,8605
2024-10-01,Terrestre,EE.UU. y Canadá,5983
2024-10-01,Terrestre,Resto de América,10650
2024-10-01,Terrestre,Europa,17094
2024-10-01,Terrestre,Resto del mundo,4461
2024-11-01,Aérea,Bolivia,733
2024-11-01,Aérea,Brasil,-10281
2024-11-01,Aérea,Chile,2129
2024-11-01,Aérea,Paraguay,-1843
2024-11-01,Aérea,Uruguay,-1198
2024-11-01,Aérea,EE.UU. y Canadá,-9773
2024-11-01,Aérea,Resto de América,-24061
2024-11-01,Aérea,Europa,-239
2024-11-01,Aérea,Resto del mundo,3055
2024-11-01,Fluvial/Marítima,Bolivia,-912
2024-11-01,Fluvial/Marítima,Brasil,5531
2024-11-01,Fluvial/Marítima,Chile,1102
2024-11-01,Fluvial/Marítima,Paraguay,-2684
2024-11-01,Fluvial/Marítima,Uruguay,-14897
2024-11-01,Fluvial/Marítima,EE.UU. y Canadá,6207
2024-11-01,Fluvial/Marítima,Resto de América,8589
2024-11-01,Fluvial/Marítima,Europa,12478
2024-11-01,Fluvial/Marítima,Resto del mundo,2083
2024-11-01,Terrestre,Bolivia,-8638
2024-11-01,Terrestre,Brasil,-13290
2024-11-01,Terrestre,Chile,-85435
2024-11-01,Terrestre,Paraguay,-49353
2024-11-01,Terrestre,Uruguay,699
2024-11-01,Terrestre,EE.UU. y Canadá,10636
2024-11-01,Terrestre,Resto de América,11832
2024-11-01,Terrestre,Europa,36266
2024-11-01,Terrestre,Resto del mundo,6209
2024-12-01,Aérea,Bolivia,1329
2024-12-01,Aérea,Brasil,-687
2024-12-01,Aérea,Chile,6406
2024-12-01,Aérea,Paraguay,-333
2024-12-01,Aérea,Uruguay,-620
2024-12-01,Aérea,EE.UU. y Canadá,5640
2024-12-01,Aérea,Resto de América,-20757
2024-12-01,Aérea,Europa,31380
2024-12-01,Aérea,Resto del mundo,10324
2024-12-01,Fluvial/Marítima,Bolivia,-2076
2024-12-01,Fluvial/Marítima,Brasil,-6038
2024-12-01,Fluvial/Marítima,Chile,1090
2024-12-01,Fluvial/Marítima,Paraguay,-2759
2024-12-01,Fluvial/Marítima,Uruguay,-34364
2024-12-01,Fluvial/Marítima,EE.UU. y Canadá,20178
2024-12-01,Fluvial/Marítima,Resto de América,11183
2024-12-01,Fluvial/Marítima,Europa,11056
2024-12-01,Fluvial/Marítima,Resto del mundo,5536
2024-12-01,Terrestre,Bolivia,-7419
2024-12-01,Terrestre,Brasil,-13603
2024-12-01,Terrestre,Chile,-112704
2024-12-01,Terrestre,Paraguay,-29431
2024-12-01,Terrestre,Uruguay,-13570
2024-12-01,Terrestre,EE.UU. y Canadá,13463
2024-12-01,Terrestre,Resto de América,11527
2024-12-01,Terrestre,Europa,30375
2024-12-01,Terrestre,Resto del mundo,10461
2025-01-01,Aérea,Bolivia,-1090
2025-01-01,Aérea,Brasil,-129463
2025-01-01,Aérea,Chile,-7414
2025-01-01,Aérea,Paraguay,202
2025-01-01,Aérea,Uruguay,-10205
2025-01-01,Aérea,EE.UU. y Canadá,2099
2025-01-01,Aérea,Resto de América,-58404
2025-01-01,Aérea,Europa,26503
2025-01-01,Aérea,Resto del mundo,4582
2025-01-01,Fluvial/Marítima,Bolivia,-4187
