indice_tiempo,medio_de_transporte,pais_origen,viajes_de_turistas_no_residentes
2015-06-01,Fluvial/Marítima,Europa,2862
2015-06-01,Fluvial/Marítima,Resto del mundo,807
2015-06-01,Terrestre,Bolivia,20811
2015-06-01,Terrestre,Brasil,25766
2015-06-01,Terrestre,Chile,35864
2015-06-01,Terrestre,Paraguay,38350
2015-06-01,Terrestre,Uruguay,23956
2015-06-01,Terrestre,EE.UU. y Canadá,1917
2015-06-01,Terrestre,Resto de América,10215
2015-06-01,Terrestre,Europa,7243
2015-06-01,Terrestre,Resto del mundo,3439
2015-07-01,Aérea,Bolivia,5632
2015-07-01,Aérea,Brasil,73774
2015-07-01,Aérea,Chile,25923
2015-07-01,Aérea,Paraguay,5683
2015-07-01,Aérea,Uruguay,5533
2015-07-01,Aérea,EE.UU. y Canadá,18875
2015-07-01,Aérea,Resto de América,30773
2015-07-01,Aérea,Europa,29307
2015-07-01,Aérea,Resto del mundo,9927
2015-07-01,Fluvial/Marítima,Bolivia,8928
2015-07-01,Fluvial/Marítima,Brasil,11904
2015-07-01,Fluvial/Marítima,Chile,1166
2015-07-01,Fluvial/Marítima,Paraguay,7196
2015-07-01,Fluvial/Marítima,Uruguay,39174
2015-07-01,Fluvial/Marítima,EE.UU. y Canadá,1903
2015-07-01,Fluvial/Marítima,Resto de América,4565
2015-07-01,Fluvial/Marítima,Europa,4033
2015-07-01,Fluvial/Marítima,Resto del mundo,838
2015-07-01,Terrestre,Bolivia,33390
2015-07-01,Terrestre,Brasil,30818
2015-07-01,Terrestre,Chile,54973
2015-07-01,Terrestre,Paraguay,64886
2015-07-01,Terrestre,Uruguay,44982
2015-07-01,Terrestre,EE.UU. y Canadá,2055
2015-07-01,Terrestre,Resto de América,9493
2015-07-01,Terrestre,Europa,11002
2015-07-01,Terrestre,Resto del mundo,3331
2015-08-01,Aérea,Bolivia,5087
2015-08-01,Aérea,Brasil,62799
2015-08-01,Aérea,Chile,21470
2015-08-01,Aérea,Paraguay,5327
2015-08-01,Aérea,Uruguay,5094
2015-08-01,Aérea,EE.UU. y Canadá,18208
2015-08-01,Aérea,Resto de América,32342
2015-08-01,Aérea,Europa,34333
2015-08-01,Aérea,Resto del mundo,12217
2015-08-01,Fluvial/Marítima,Bolivia,6952
2015-08-01,Fluvial/Marítima,Brasil,8673
2015-08-01,Fluvial/Marítima,Chile,648
2015-08-01,Fluvial/Marítima,Paraguay,7407
2015-08-01,Fluvial/Marítima,Uruguay,30793
2015-08-01,Fluvial/Marítima,EE.UU. y Canadá,1391
2015-08-01,Fluvial/Marítima,Resto de América,4074
2015-08-01,Fluvial/Marítima,Europa,3943
2015-08-01,Fluvial/Marítima,Resto del mundo,901
2015-08-01,Terrestre,Bolivia,24022
2015-08-01,Terrestre,Brasil,24187
2015-08-01,Terrestre,Chile,35916
2015-08-01,Terrestre,Paraguay,54296
2015-08-01,Terrestre,Uruguay,30941
2015-08-01,Terrestre,EE.UU. y Canadá,1719
2015-08-01,Terrestre,Resto de América,7913
2015-08-01,Terrestre,Europa,13403
2015-08-01,Terrestre,Resto del mundo,3429
2015-09-01,Aérea,Bolivia,5136
2015-09-01,Aérea,Brasil,54801
2015-09-01,Aérea,Chile,24012
2015-09-01,Aérea,Paraguay,5541
2015-09-01,Aérea,Uruguay,5600
2015-09-01,Aérea,EE.UU. y Canadá,16661
2015-09-01,Aérea,Resto de América,29958
2015-09-01,Aérea,Europa,30072
2015-09-01,Aérea,Resto del mundo,12086
2015-09-01,Fluvial/Marítima,Bolivia,6358
2015-09-01,Fluvial/Marítima,Brasil,9101
2015-09-01,Fluvial/Marítima,Chile,907
2015-09-01,Fluvial/Marítima,Paraguay,7519
2015-09-01,Fluvial/Marítima,Uruguay,32171
2015-09-01,Fluvial/Marítima,EE.UU. y Canadá,1481
2015-09-01,Fluvial/Marítima,Resto de América,4140
2015-09-01,Fluvial/Marítima,Europa,4014
2015-09-01,Fluvial/Marítima,Resto del mundo,966
2015-09-01,Terrestre,Bolivia,22903
2015-09-01,Terrestre,Brasil,26529
2015-09-01,Terrestre,Chile,54968
2015-09-01,Terrestre,Paraguay,53295
2015-09-01,Terrestre,Uruguay,35567
2015-09-01,Terrestre,EE.UU. y Canadá,2164
2015-09-01,Terrestre,Resto de América,9168
2015-09-01,Terrestre,Europa,11809
2015-09-01,Terrestre,Resto del mundo,4025
2015-10-01,Aérea,Bolivia,5859
2015-10-01,Aérea,Brasil,46820
2015-10-01,Aérea,Chile,23857
2015-10-01,Aérea,Paraguay,4979
2015-10-01,Aérea,Uruguay,4690
2015-10-01,Aérea,EE.UU. y Canadá,19572
2015-10-01,Aérea,Resto de América,34218
2015-10-01,Aérea,Europa,33716
2015-10-01,Aérea,Resto del mundo,11949
2015-10-01,Fluvial/Marítima,Bolivia,6886
2015-10-01,Fluvial/Marítima,Brasil,7971
2015-10-01,Fluvial/Marítima,Chile,990
2015-10-01,Fluvial/Marítima,Paraguay,7997
2015-10-01,Fluvial/Marítima,Uruguay,32093
2015-10-01,Fluvial/Marítima,EE.UU. y Canadá,2148
2015-10-01,Fluvial/Marítima,Resto de América,5688
2015-10-01,Fluvial/Marítima,Europa,6488
2015-10-01,Fluvial/Marítima,Resto del mundo,1266
2015-10-01,Terrestre,Bolivia,33668
2015-10-01,Terrestre,Brasil,28147
2015-10-01,Terrestre,Chile,64684
2015-10-01,Terrestre,Paraguay,55776
2015-10-01,Terrestre,Uruguay,32441
2015-10-01,Terrestre,EE.UU. y Canadá,3258
2015-10-01,Terrestre,Resto de América,10013
2015-10-01,Terrestre,Europa,18634
2015-10-01,Terrestre,Resto del mundo,4650
2015-11-01,Aérea,Bolivia,5222
2015-11-01,Aérea,Brasil,41291
2015-11-01,Aérea,Chile,24579
2015-11-01,Aérea,Paraguay,5078
2015-11-01,Aérea,Uruguay,4290
2015-11-01,Aérea,EE.UU. y Canadá,25780
2015-11-01,Aérea,Resto de América,34973
2015-11-01,Aérea,Europa,52320
2015-11-01,Aérea,Resto del mundo,12701
2015-11-01,Fluvial/Marítima,Bolivia,6071
2015-11-01,Fluvial/Marítima,Brasil,7495
2015-11-01,Fluvial/Marítima,Chile,1010
2015-11-01,Fluvial/Marítima,Paraguay,8442
2015-11-01,Fluvial/Marítima,Uruguay,34998
2015-11-01,Fluvial/Marítima,EE.UU. y Canadá,3812
2015-11-01,Fluvial/Marítima,Resto de América,4777
2015-11-01,Fluvial/Marítima,Europa,10001
2015-11-01,Fluvial/Marítima,Resto del mundo,1845
2015-11-01,Terrestre,Bolivia,27188
2015-11-01,Terrestre,Brasil,23638
2015-11-01,Terrestre,Chile,64855
2015-11-01,Terrestre,Paraguay,55909
2015-11-01,Terrestre,Uruguay,32579
2015-11-01,Terrestre,EE.UU. y Canadá,5613
2015-11-01,Terrestre,Resto de América,12772
2015-11-01,Terrestre,Europa,36358
2015-11-01,Terrestre,Resto del mundo,6622
2015-12-01,Aérea,Bolivia,6978
2015-12-01,Aérea,Brasil,34443
2015-12-01,Aérea,Chile,18907
2015-12-01,Aérea,Paraguay,6705
2015-12-01,Aérea,Uruguay,3753
2015-12-01,Aérea,EE.UU. y Canadá,29533
2015-12-01,Aérea,Resto de América,47266
2015-12-01,Aérea,Europa,57758
2015-12-01,Aérea,Resto del mundo,16945
2015-12-01,Fluvial/Marítima,Bolivia,9597
2015-12-01,Fluvial/Marítima,Brasil,24035
2015-12-01,Fluvial/Marítima,Chile,1304
2015-12-01,Fluvial/Marítima,Paraguay,9701
2015-12-01,Fluvial/Marítima,Uruguay,29755
2015-12-01,Fluvial/Marítima,EE.UU. y Canadá,10399
2015-12-01,Fluvial/Marítima,Resto de América,7869
2015-12-01,Fluvial/Marítima,Europa,14612
2015-12-01,Fluvial/Marítima,Resto del mundo,3516
2015-12-01,Terrestre,Bolivia,49608
2015-12-01,Terrestre,Brasil,28881
2015-12-01,Terrestre,Chile,96387
2015-12-01,Terrestre,Paraguay,122696
2015-12-01,Terrestre,Uruguay,28003
2015-12-01,Terrestre,EE.UU. y Canadá,6777
2015-12-01,Terrestre,Resto de América,16801
2015-12-01,Terrestre,Europa,32429
2015-12-01,Terrestre,Resto del mundo,10604
2016-01-01,Aérea,Bolivia,7842
2016-01-01,Aérea,Brasil,38487
2016-01-01,Aérea,Chile,16396
2016-01-01,Aérea,Paraguay,5093
2016-01-01,Aérea,Uruguay,3123
2016-01-01,Aérea,EE.UU. y Canadá,39785
2016-01-01,Aérea,Resto de América,35648
2016-01-01,Aérea,Europa,75533
2016-01-01,Aérea,Resto del mundo,19267
2016-01-01,Fluvial/Marítima,Bolivia,8599
2016-01-01,Fluvial/Marítima,Brasil,36245
2016-01-01,Fluvial/Marítima,Chile,2487
2016-01-01,Fluvial/Marítima,Paraguay,7436
2016-01-01,Fluvial/Marítima,Uruguay,23048
2016-01-01,Fluvial/Marítima,EE.UU. y Canadá,19143
2016-01-01,Fluvial/Marítima,Resto de América,6935
2016-01-01,Fluvial/Marítima,Europa,21936
2016-01-01,Fluvial/Marítima,Resto del mundo,6360
2016-01-01,Terrestre,Bolivia,65510
2016-01-01,Terrestre,Brasil,44415
2016-01-01,Terrestre,Chile,131502
2016-01-01,Terrestre,Paraguay,78697
2016-01-01,Terrestre,Uruguay,29126
2016-01-01,Terrestre,EE.UU. y Canadá,7767
2016-01-01,Terrestre,Resto de América,16767
2016-01-01,Terrestre,Europa,36561
2016-01-01,Terrestre,Resto del mundo,16249
2016-02-01,Aérea,Bolivia,6078
2016-02-01,Aérea,Brasil,23715
2016-02-01,Aérea,Chile,22602
2016-02-01,Aérea,Paraguay,4035
2016-02-01,Aérea,Uruguay,3169
2016-02-01,Aérea,EE.UU. y Canadá,28328
2016-02-01,Aérea,Resto de América,25223
2016-02-01,Aérea,Europa,57767
2016-02-01,Aérea,Resto del mundo,17812
2016-02-01,Fluvial/Marítima,Bolivia,4159
2016-02-01,Fluvial/Marítima,Brasil,30032
2016-02-01,Fluvial/Marítima,Chile,4416
2016-02-01,Fluvial/Marítima,Paraguay,6596
2016-02-01,Fluvial/Marítima,Uruguay,24035
2016-02-01,Fluvial/Marítima,EE.UU. y Canadá,19220
2016-02-01,Fluvial/Marítima,Resto de América,4702
2016-02-01,Fluvial/Marítima,Europa,27797
2016-02-01,Fluvial/Marítima,Resto del mundo,6656
2016-02-01,Terrestre,Bolivia,42931
2016-02-01,Terrestre,Brasil,29053
2016-02-01,Terrestre,Chile,184788
2016-02-01,Terrestre,Paraguay,66448
2016-02-01,Terrestre,Uruguay,28694
2016-02-01,Terrestre,EE.UU. y Canadá,7469
2016-02-01,Terrestre,Resto de América,12519
2016-02-01,Terrestre,Europa,33869
2016-02-01,Terrestre,Resto del mundo,13907
2016-03-01,Aérea,Bolivia,5110
2016-03-01,Aérea,Brasil,26809
2016-03-01,Aérea,Chile,18059
2016-03-01,Aérea,Paraguay,5093
2016-03-01,Aérea,Uruguay,5247
2016-03-01,Aérea,EE.UU. y Canadá,32053
2016-03-01,Aérea,Resto de América,29163
2016-03-01,Aérea,Europa,57646
2016-03-01,Aérea,Resto del mundo,16022
2016-03-01,Fluvial/Marítima,Bolivia,6049
2016-03-01,Fluvial/Marítima,Brasil,10810
2016-03-01,Fluvial/Marítima,Chile,1785
2016-03-01,Fluvial/Marítima,Paraguay,6149
2016-03-01,Fluvial/Marítima,Uruguay,36770
2016-03-01,Fluvial/Marítima,EE.UU. y Canadá,16441
2016-03-01,Fluvial/Marítima,Resto de América,7026
2016-03-01,Fluvial/Marítima,Europa,17406
2016-03-01,Fluvial/Marítima,Resto del mundo,5108
2016-03-01,Terrestre,Bolivia,30151
2016-03-01,Terrestre,Brasil,24475
2016-03-01,Terrestre,Chile,84208
2016-03-01,Terrestre,Paraguay,65532
2016-03-01,Terrestre,Uruguay,39941
2016-03-01,Terrestre,EE.UU. y Canadá,6732
2016-03-01,Terrestre,Resto de América,12564
2016-03-01,Terrestre,Europa,31109
2016-03-01,Terrestre,Resto del mundo,9749
2016-04-01,Aérea,Bolivia,5071
2016-04-01,Aérea,Brasil,39399
2016-04-01,Aérea,Chile,18451
2016-04-01,Aérea,Paraguay,4652
2016-04-01,Aérea,Uruguay,4775
2016-04-01,Aérea,EE.UU. y Canadá,24870
2016-04-01,Aérea,Resto de América,27073
2016-04-01,Aérea,Europa,48942
2016-04-01,Aérea,Resto del mundo,14094
2016-04-01,Fluvial/Marítima,Bolivia,7331
2016-04-01,Fluvial/Marítima,Brasil,8034
2016-04-01,Fluvial/Marítima,Chile,706
2016-04-01,Fluvial/Marítima,Paraguay,5235
2016-04-01,Fluvial/Marítima,Uruguay,26836
2016-04-01,Fluvial/Marítima,EE.UU. y Canadá,2775
2016-04-01,Fluvial/Marítima,Resto de América,3361
2016-04-01,Fluvial/Marítima,Europa,6239
2016-04-01,Fluvial/Marítima,Resto del mundo,1685
2016-04-01,Terrestre,Bolivia,27120
2016-04-01,Terrestre,Brasil,26924
2016-04-01,Terrestre,Chile,45982
2016-04-01,Terrestre,Paraguay,38301
2016-04-01,Terrestre,Uruguay,22042
2016-04-01,Terrestre,EE.UU. y Canadá,3464
2016-04-01,Terrestre,Resto de América,8731
2016-04-01,Terrestre,Europa,17933
2016-04-01,Terrestre,Resto del mundo,5594
2016-05-01,Aérea,Bolivia,5040
2016-05-01,Aérea,Brasil,45690
2016-05-01,Aérea,Chile,20912
2016-05-01,Aérea,Paraguay,5097
2016-05-01,Aérea,Uruguay,5848
2016-05-01,Aérea,EE.UU. y Canadá,19151
2016-05-01,Aérea,Resto de América,25618
2016-05-01,Aérea,Europa,32627
2016-05-01,Aérea,Resto del mundo,12975
2016-05-01,Fluvial/Marítima,Bolivia,9859
2016-05-01,Fluvial/Marítima,Brasil,7599
2016-05-01,Fluvial/Marítima,Chile,723
2016-05-01,Fluvial/Marítima,Paraguay,5942
2016-05-01,Fluvial/Marítima,Uruguay,27051
2016-05-01,Fluvial/Marítima,EE.UU. y Canadá,1772
2016-05-01,Fluvial/Marítima,Resto de América,3211
2016-05-01,Fluvial/Marítima,Europa,3949
2016-05-01,Fluvial/Marítima,Resto del mundo,1119
2016-05-01,Terrestre,Bolivia,27971
2016-05-01,Terrestre,Brasil,24762
2016-05-01,Terrestre,Chile,39401
2016-05-01,Terrestre,Paraguay,44621
2016-05-01,Terrestre,Uruguay,17479
2016-05-01,Terrestre,EE.UU. y Canadá,1776
2016-05-01,Terrestre,Resto de América,8519
2016-05-01,Terrestre,Europa,11529
2016-05-01,Terrestre,Resto del mundo,3835
2016-06-01,Aérea,Bolivia,4373
2016-06-01,Aérea,Brasil,49361
2016-06-01,Aérea,Chile,19467
2016-06-01,Aérea,Paraguay,4485
2016-06-01,Aérea,Uruguay,5439
2016-06-01,Aérea,EE.UU. y Canadá,19264
2016-06-01,Aérea,Resto de América,25026
2016-06-01,Aérea,Europa,26362
2016-06-01,Aérea,Resto del mundo,10530
2016-06-01,Fluvial/Marítima,Bolivia,9216
2016-06-01,Fluvial/Marítima,Brasil,7382
2016-06-01,Fluvial/Marítima,Chile,554
2016-06-01,Fluvial/Marítima,Paraguay,5398
2016-06-01,Fluvial/Marítima,Uruguay,22940
2016-06-01,Fluvial/Marítima,EE.UU. y Canadá,1918
2016-06-01,Fluvial/Marítima,Resto de América,3245
2016-06-01,Fluvial/Marítima,Europa,2787
2016-06-01,Fluvial/Marítima,Resto del mundo,926
2016-06-01,Terrestre,Bolivia,25377
2016-06-01,Terrestre,Brasil,19371
2016-06-01,Terrestre,Chile,31642
2016-06-01,Terrestre,Paraguay,41144
2016-06-01,Terrestre,Uruguay,17577
2016-06-01,Terrestre,EE.UU. y Canadá,2154
2016-06-01,Terrestre,Resto de América,7793
2016-06-01,Terrestre,Europa,7392
2016-06-01,Terrestre,Resto del mundo,2885
2016-07-01,Aérea,Bolivia,6402
2016-07-01,Aérea,Brasil,70345
2016-07-01,Aérea,Chile,21287
2016-07-01,Aérea,Paraguay,6576
2016-07-01,Aérea,Uruguay,5514
2016-07-01,Aérea,EE.UU. y Canadá,20868
2016-07-01,Aérea,Resto de América,28484
2016-07-01,Aérea,Europa,28780
2016-07-01,Aérea,Resto del mundo,11557
2016-07-01,Fluvial/Marítima,Bolivia,11522
2016-07-01,Fluvial/Marítima,Brasil,13197
2016-07-01,Fluvial/Marítima,Chile,941
2016-07-01,Fluvial/Marítima,Paraguay,7076
2016-07-01,Fluvial/Marítima,Uruguay,37190
2016-07-01,Fluvial/Marítima,EE.UU. y Canadá,1948
2016-07-01,Fluvial/Marítima,Resto de América,4030
2016-07-01,Fluvial/Marítima,Europa,3692
2016-07-01,Fluvial/Marítima,Resto del mundo,1054
2016-07-01,Terrestre,Bolivia,41800
2016-07-01,Terrestre,Brasil,32210
2016-07-01,Terrestre,Chile,54596
2016-07-01,Terrestre,Paraguay,70865
2016-07-01,Terrestre,Uruguay,34427
2016-07-01,Terrestre,EE.UU. y Canadá,2813
2016-07-01,Terrestre,Resto de América,10769
2016-07-01,Terrestre,Europa,11336
2016-07-01,Terrestre,Resto del mundo,3336
2016-08-01,Aérea,Bolivia,5063
2016-08-01,Aérea,Brasil,64338
2016-08-01,Aérea,Chile,20094
2016-08-01,Aérea,Paraguay,4929
2016-08-01,Aérea,Uruguay,5035
2016-08-01,Aérea,EE.UU. y Canadá,21407
2016-08-01,Aérea,Resto de América,30544
2016-08-01,Aérea,Europa,36190
2016-08-01,Aérea,Resto del mundo,13068
2016-08-01,Fluvial/Marítima,Bolivia,8807
2016-08-01,Fluvial/Marítima,Brasil,8440
2016-08-01,Fluvial/Marítima,Chile,694
2016-08-01,Fluvial/Marítima,Paraguay,6183
2016-08-01,Fluvial/Marítima,Uruguay,26919
2016-08-01,Fluvial/Marítima,EE.UU. y Canadá,1563
2016-08-01,Fluvial/Marítima,Resto de América,3752
2016-08-01,Fluvial/Marítima,Europa,4542
2016-08-01,Fluvial/Marítima,Resto del mundo,955
2016-08-01,Terrestre,Bolivia,28783
2016-08-01,Terrestre,Brasil,23625
2016-08-01,Terrestre,Chile,39881
2016-08-01,Terrestre,Paraguay,54634
2016-08-01,Terrestre,Uruguay,23444
2016-08-01,Terrestre,EE.UU. y Canadá,2621
2016-08-01,Terrestre,Resto de América,10350
2016-08-01,Terrestre,Europa,13832
2016-08-01,Terrestre,Resto del mundo,3587
2016-09-01,Aérea,Bolivia,5522
2016-09-01,Aérea,Brasil,58354
2016-09-01,Aérea,Chile,20488
2016-09-01,Aérea,Paraguay,4575
2016-09-01,Aérea,Uruguay,5898
2016-09-01,Aérea,EE.UU. y Canadá,17933
2016-09-01,Aérea,Resto de América,25911
2016-09-01,Aérea,Europa,32683
2016-09-01,Aérea,Resto del mundo,13579
2016-09-01,Fluvial/Marítima,Bolivia,8472
2016-09-01,Fluvial/Marítima,Brasil,9657
2016-09-01,Fluvial/Marítima,Chile,1050
2016-09-01,Fluvial/Marítima,Paraguay,6938
2016-09-01,Fluvial/Marítima,Uruguay,30068
2016-09-01,Fluvial/Marítima,EE.UU. y Canadá,1522
2016-09-01,Fluvial/Marítima,Resto de América,3733
2016-09-01,Fluvial/Marítima,Europa,4190
2016-09-01,Fluvial/Marítima,Resto del mundo,1147
2016-09-01,Terrestre,Bolivia,26936
2016-09-01,Terrestre,Brasil,29555
2016-09-01,Terrestre,Chile,54733
2016-09-01,Terrestre,Paraguay,51069
2016-09-01,Terrestre,Uruguay,32910
2016-09-01,Terrestre,EE.UU. y Canadá,2448
2016-09-01,Terrestre,Resto de América,10572
2016-09-01,Terrestre,Europa,11924
2016-09-01,Terrestre,Resto del mundo,3646
2016-10-01,Aérea,Bolivia,5856
2016-10-01,Aérea,Brasil,55081
2016-10-01,Aérea,Chile,23299
2016-10-01,Aérea,Paraguay,5171
2016-10-01,Aérea,Uruguay,4983
2016-10-01,Aérea,EE.UU. y Canadá,20087
2016-10-01,Aérea,Resto de América,31726
2016-10-01,Aérea,Europa,35890
2016-10-01,Aérea,Resto del mundo,14573
2016-10-01,Fluvial/Marítima,Bolivia,8221
2016-10-01,Fluvial/Marítima,Brasil,9614
2016-10-01,Fluvial/Marítima,Chile,1066
2016-10-01,Fluvial/Marítima,Paraguay,7227
2016-10-01,Fluvial/Marítima,Uruguay,31127
2016-10-01,Fluvial/Marítima,EE.UU. y Canadá,2221
2016-10-01,Fluvial/Marítima,Resto de América,5125
2016-10-01,Fluvial/Marítima,Europa,6166
2016-10-01,Fluvial/Marítima,Resto del mundo,1443
2016-10-01,Terrestre,Bolivia,30618
2016-10-01,Terrestre,Brasil,30011
2016-10-01,Terrestre,Chile,68240
2016-10-01,Terrestre,Paraguay,59997
2016-10-01,Terrestre,Uruguay,27707
2016-10-01,Terrestre,EE.UU. y Canadá,2984
2016-10-01,Terrestre,Resto de América,12041
2016-10-01,Terrestre,Europa,20625
2016-10-01,Terrestre,Resto del mundo,5688
2016-11-01,Aérea,Bolivia,5737
2016-11-01,Aérea,Brasil,52301
2016-11-01,Aérea,Chile,23708
2016-11-01,Aérea,Paraguay,5042
2016-11-01,Aérea,Uruguay,4715
2016-11-01,Aérea,EE.UU. y Canadá,26809
2016-11-01,Aérea,Resto de América,34762
2016-11-01,Aérea,Europa,54057
2016-11-01,Aérea,Resto del mundo,14625
2016-11-01,Fluvial/Marítima,Bolivia,6516
2016-11-01,Fluvial/Marítima,Brasil,9122
2016-11-01,Fluvial/Marítima,Chile,989
2016-11-01,Fluvial/Marítima,Paraguay,7242
2016-11-01,Fluvial/Marítima,Uruguay,28090
2016-11-01,Fluvial/Marítima,EE.UU. y Canadá,5760
2016-11-01,Fluvial/Marítima,Resto de América,5592
2016-11-01,Fluvial/Marítima,Europa,11831
2016-11-01,Fluvial/Marítima,Resto del mundo,1901
2016-11-01,Terrestre,Bolivia,26594
2016-11-01,Terrestre,Brasil,28907
2016-11-01,Terrestre,Chile,67054
2016-11-01,Terrestre,Paraguay,51555
2016-11-01,Terrestre,Uruguay,22921
2016-11-01,Terrestre,EE.UU. y Canadá,4843
2016-11-01,Terrestre,Resto de América,12571
2016-11-01,Terrestre,Europa,34930
2016-11-01,Terrestre,Resto del mundo,6101
2016-12-01,Aérea,Bolivia,7720
2016-12-01,Aérea,Brasil,45569
2016-12-01,Aérea,Chile,19493
2016-12-01,Aérea,Paraguay,5825
2016-12-01,Aérea,Uruguay,3987
2016-12-01,Aérea,EE.UU. y Canadá,30532
2016-12-01,Aérea,Resto de América,47161
2016-12-01,Aérea,Europa,60037
2016-12-01,Aérea,Resto del mundo,16113
2016-12-01,Fluvial/Marítima,Bolivia,9265
2016-12-01,Fluvial/Marítima,Brasil,16935
2016-12-01,Fluvial/Marítima,Chile,1289
2016-12-01,Fluvial/Marítima,Paraguay,14009
2016-12-01,Fluvial/Marítima,Uruguay,28145
2016-12-01,Fluvial/Marítima,EE.UU. y Canadá,11181
2016-12-01,Fluvial/Marítima,Resto de América,8114
2016-12-01,Fluvial/Marítima,Europa,13714
2016-12-01,Fluvial/Marítima,Resto del mundo,3265
2016-12-01,Terrestre,Bolivia,51033
2016-12-01,Terrestre,Brasil,34502
2016-12-01,Terrestre,Chile,84344
2016-12-01,Terrestre,Paraguay,132274
2016-12-01,Terrestre,Uruguay,22403
2016-12-01,Terrestre,EE.UU. y Canadá,6628
2016-12-01,Terrestre,Resto de América,16033
2016-12-01,Terrestre,Europa,29932
2016-12-01,Terrestre,Resto del mundo,9346
2017-01-01,Aérea,Bolivia,8102
2017-01-01,Aérea,Brasil,46279
2017-01-01,Aérea,Chile,16710
2017-01-01,Aérea,Paraguay,5725
2017-01-01,Aérea,Uruguay,3233
2017-01-01,Aérea,EE.UU. y Canadá,38842
2017-01-01,Aérea,Resto de América,36562
2017-01-01,Aérea,Europa,73053
2017-01-01,Aérea,Resto del mundo,19573
2017-01-01,Fluvial/Marítima,Bolivia,7718
2017-01-01,Fluvial/Marítima,Brasil,33339
2017-01-01,Fluvial/Marítima,Chile,2329
2017-01-01,Fluvial/Marítima,Paraguay,11576
2017-01-01,Fluvial/Marítima,Uruguay,22639
2017-01-01,Fluvial/Marítima,EE.UU. y Canadá,20009
2017-01-01,Fluvial/Marítima,Resto de América,7966
2017-01-01,Fluvial/Marítima,Europa,21272
2017-01-01,Fluvial/Marítima,Resto del mundo,6053
2017-01-01,Terrestre,Bolivia,59626
2017-01-01,Terrestre,Brasil,51520
2017-01-01,Terrestre,Chile,109653
2017-01-01,Terrestre,Paraguay,80567
2017-01-01,Terrestre,Uruguay,22896
2017-01-01,Terrestre,EE.UU. y Canadá,7208
2017-01-01,Terrestre,Resto de América,16263
2017-01-01,Terrestre,Europa,34249
2017-01-01,Terrestre,Resto del mundo,14262
2017-02-01,Aérea,Bolivia,6922
2017-02-01,Aérea,Brasil,26818
2017-02-01,Aérea,Chile,21576
2017-02-01,Aérea,Paraguay,4929
2017-02-01,Aérea,Uruguay,3451
2017-02-01,Aérea,EE.UU. y Canadá,28272
2017-02-01,Aérea,Resto de América,26292
2017-02-01,Aérea,Europa,53129
2017-02-01,Aérea,Resto del mundo,15455
2017-02-01,Fluvial/Marítima,Bolivia,6265
2017-02-01,Fluvial/Marítima,Brasil,26105
2017-02-01,Fluvial/Marítima,Chile,3923
2017-02-01,Fluvial/Marítima,Paraguay,8764
2017-02-01,Fluvial/Marítima,Uruguay,23174
2017-02-01,Fluvial/Marítima,EE.UU. y Canadá,21198
2017-02-01,Fluvial/Marítima,Resto de América,4558
2017-02-01,Fluvial/Marítima,Europa,26293
2017-02-01,Fluvial/Marítima,Resto del mundo,9491
2017-02-01,Terrestre,Bolivia,46959
2017-02-01,Terrestre,Brasil,30834
2017-02-01,Terrestre,Chile,143283
2017-02-01,Terrestre,Paraguay,67689
2017-02-01,Terrestre,Uruguay,22016
2017-02-01,Terrestre,EE.UU. y Canadá,6505
2017-02-01,Terrestre,Resto de América,10782
2017-02-01,Terrestre,Europa,31267
2017-02-01,Terrestre,Resto del mundo,13029
2017-03-01,Aérea,Bolivia,4760
2017-03-01,Aérea,Brasil,42302
2017-03-01,Aérea,Chile,24139
2017-03-01,Aérea,Paraguay,4471
2017-03-01,Aérea,Uruguay,4248
2017-03-01,Aérea,EE.UU. y Canadá,31426
2017-03-01,Aérea,Resto de América,28504
2017-03-01,Aérea,Europa,57764
2017-03-01,Aérea,Resto del mundo,15896
2017-03-01,Fluvial/Marítima,Bolivia,4938
2017-03-01,Fluvial/Marítima,Brasil,17266
2017-03-01,Fluvial/Marítima,Chile,1560
2017-03-01,Fluvial/Marítima,Paraguay,8010
2017-03-01,Fluvial/Marítima,Uruguay,26104
2017-03-01,Fluvial/Marítima,EE.UU. y Canadá,12765
2017-03-01,Fluvial/Marítima,Resto de América,4581
2017-03-01,Fluvial/Marítima,Europa,15340
