indice_tiempo,medio_de_transporte,pais_origen,viajes_de_turistas_no_residentes
2017-09-01,Aérea,Paraguay,5178
2017-09-01,Aérea,Uruguay,5839
2017-09-01,Aérea,EE.UU. y Canadá,17730
2017-09-01,Aérea,Resto de América,30352
2017-09-01,Aérea,Europa,31543
2017-09-01,Aérea,Resto del mundo,13292
2017-09-01,Fluvial/Marítima,Bolivia,2123
2017-09-01,Fluvial/Marítima,Brasil,10936
2017-09-01,Fluvial/Marítima,Chile,1180
2017-09-01,Fluvial/Marítima,Paraguay,8605
2017-09-01,Fluvial/Marítima,Uruguay,30806
2017-09-01,Fluvial/Marítima,EE.UU. y Canadá,1599
2017-09-01,Fluvial/Marítima,Resto de América,3769
2017-09-01,Fluvial/Marítima,Europa,3594
2017-09-01,Fluvial/Marítima,Resto del mundo,1111
2017-09-01,Terrestre,Bolivia,29698
2017-09-01,Terrestre,Brasil,36670
2017-09-01,Terrestre,Chile,51706
2017-09-01,Terrestre,Paraguay,52633
2017-09-01,Terrestre,Uruguay,33600
2017-09-01,Terrestre,EE.UU. y Canadá,1646
2017-09-01,Terrestre,Resto de América,9673
2017-09-01,Terrestre,Europa,10212
2017-09-01,Terrestre,Resto del mundo,3442
2017-10-01,Aérea,Bolivia,5736
2017-10-01,Aérea,Brasil,64309
2017-10-01,Aérea,Chile,30508
2017-10-01,Aérea,Paraguay,5902
2017-10-01,Aérea,Uruguay,5725
2017-10-01,Aérea,EE.UU. y Canadá,21586
2017-10-01,Aérea,Resto de América,38025
2017-10-01,Aérea,Europa,35445
2017-10-01,Aérea,Resto del mundo,15901
2017-10-01,Fluvial/Marítima,Bolivia,4237
2017-10-01,Fluvial/Marítima,Brasil,10575
2017-10-01,Fluvial/Marítima,Chile,1078
2017-10-01,Fluvial/Marítima,Paraguay,7954
2017-10-01,Fluvial/Marítima,Uruguay,32879
2017-10-01,Fluvial/Marítima,EE.UU. y Canadá,3026
2017-10-01,Fluvial/Marítima,Resto de América,5811
2017-10-01,Fluvial/Marítima,Europa,6971
2017-10-01,Fluvial/Marítima,Resto del mundo,1819
2017-10-01,Terrestre,Bolivia,32301
2017-10-01,Terrestre,Brasil,34104
2017-10-01,Terrestre,Chile,54692
2017-10-01,Terrestre,Paraguay,60394
2017-10-01,Terrestre,Uruguay,26546
2017-10-01,Terrestre,EE.UU. y Canadá,3093
2017-10-01,Terrestre,Resto de América,11318
2017-10-01,Terrestre,Europa,18296
2017-10-01,Terrestre,Resto del mundo,5278
2017-11-01,Aérea,Bolivia,5660
2017-11-01,Aérea,Brasil,58755
2017-11-01,Aérea,Chile,26790
2017-11-01,Aérea,Paraguay,6451
2017-11-01,Aérea,Uruguay,5040
2017-11-01,Aérea,EE.UU. y Canadá,30646
2017-11-01,Aérea,Resto de América,39573
2017-11-01,Aérea,Europa,55784
2017-11-01,Aérea,Resto del mundo,15832
2017-11-01,Fluvial/Marítima,Bolivia,2049
2017-11-01,Fluvial/Marítima,Brasil,9511
2017-11-01,Fluvial/Marítima,Chile,765
2017-11-01,Fluvial/Marítima,Paraguay,7644
2017-11-01,Fluvial/Marítima,Uruguay,30965
2017-11-01,Fluvial/Marítima,EE.UU. y Canadá,5482
2017-11-01,Fluvial/Marítima,Resto de América,5812
2017-11-01,Fluvial/Marítima,Europa,12387
2017-11-01,Fluvial/Marítima,Resto del mundo,2748
2017-11-01,Terrestre,Bolivia,27352
2017-11-01,Terrestre,Brasil,31841
2017-11-01,Terrestre,Chile,46370
2017-11-01,Terrestre,Paraguay,53117
2017-11-01,Terrestre,Uruguay,22805
2017-11-01,Terrestre,EE.UU. y Canadá,4987
2017-11-01,Terrestre,Resto de América,11664
2017-11-01,Terrestre,Europa,34827
2017-11-01,Terrestre,Resto del mundo,6113
2017-12-01,Aérea,Bolivia,7172
2017-12-01,Aérea,Brasil,55191
2017-12-01,Aérea,Chile,22525
2017-12-01,Aérea,Paraguay,6822
2017-12-01,Aérea,Uruguay,3969
2017-12-01,Aérea,EE.UU. y Canadá,33558
2017-12-01,Aérea,Resto de América,51936
2017-12-01,Aérea,Europa,59343
2017-12-01,Aérea,Resto del mundo,19363
2017-12-01,Fluvial/Marítima,Bolivia,2628
2017-12-01,Fluvial/Marítima,Brasil,21398
2017-12-01,Fluvial/Marítima,Chile,1447
2017-12-01,Fluvial/Marítima,Paraguay,15458
2017-12-01,Fluvial/Marítima,Uruguay,26970
2017-12-01,Fluvial/Marítima,EE.UU. y Canadá,13118
2017-12-01,Fluvial/Marítima,Resto de América,11032
2017-12-01,Fluvial/Marítima,Europa,14224
2017-12-01,Fluvial/Marítima,Resto del mundo,4493
2017-12-01,Terrestre,Bolivia,51290
2017-12-01,Terrestre,Brasil,37041
2017-12-01,Terrestre,Chile,82286
2017-12-01,Terrestre,Paraguay,139900
2017-12-01,Terrestre,Uruguay,23992
2017-12-01,Terrestre,EE.UU. y Canadá,6488
2017-12-01,Terrestre,Resto de América,17090
2017-12-01,Terrestre,Europa,29679
2017-12-01,Terrestre,Resto del mundo,9945
2018-01-01,Aérea,Bolivia,7839
2018-01-01,Aérea,Brasil,56344
2018-01-01,Aérea,Chile,17481
2018-01-01,Aérea,Paraguay,7264
2018-01-01,Aérea,Uruguay,3200
2018-01-01,Aérea,EE.UU. y Canadá,45297
2018-01-01,Aérea,Resto de América,39163
2018-01-01,Aérea,Europa,72264
2018-01-01,Aérea,Resto del mundo,20929
2018-01-01,Fluvial/Marítima,Bolivia,3084
2018-01-01,Fluvial/Marítima,Brasil,44661
2018-01-01,Fluvial/Marítima,Chile,2354
2018-01-01,Fluvial/Marítima,Paraguay,11505
2018-01-01,Fluvial/Marítima,Uruguay,20856
2018-01-01,Fluvial/Marítima,EE.UU. y Canadá,19060
2018-01-01,Fluvial/Marítima,Resto de América,8341
2018-01-01,Fluvial/Marítima,Europa,19720
2018-01-01,Fluvial/Marítima,Resto del mundo,5747
2018-01-01,Terrestre,Bolivia,66575
2018-01-01,Terrestre,Brasil,55808
2018-01-01,Terrestre,Chile,104308
2018-01-01,Terrestre,Paraguay,79463
2018-01-01,Terrestre,Uruguay,23582
2018-01-01,Terrestre,EE.UU. y Canadá,7709
2018-01-01,Terrestre,Resto de América,17151
2018-01-01,Terrestre,Europa,33645
2018-01-01,Terrestre,Resto del mundo,15886
2018-02-01,Aérea,Bolivia,5604
2018-02-01,Aérea,Brasil,33962
2018-02-01,Aérea,Chile,22360
2018-02-01,Aérea,Paraguay,4445
2018-02-01,Aérea,Uruguay,3538
2018-02-01,Aérea,EE.UU. y Canadá,28976
2018-02-01,Aérea,Resto de América,26683
2018-02-01,Aérea,Europa,52549
2018-02-01,Aérea,Resto del mundo,17900
2018-02-01,Fluvial/Marítima,Bolivia,1916
2018-02-01,Fluvial/Marítima,Brasil,30067
2018-02-01,Fluvial/Marítima,Chile,3676
2018-02-01,Fluvial/Marítima,Paraguay,8470
2018-02-01,Fluvial/Marítima,Uruguay,22461
2018-02-01,Fluvial/Marítima,EE.UU. y Canadá,20931
2018-02-01,Fluvial/Marítima,Resto de América,4916
2018-02-01,Fluvial/Marítima,Europa,22152
2018-02-01,Fluvial/Marítima,Resto del mundo,6620
2018-02-01,Terrestre,Bolivia,45344
2018-02-01,Terrestre,Brasil,32527
2018-02-01,Terrestre,Chile,144910
2018-02-01,Terrestre,Paraguay,68065
2018-02-01,Terrestre,Uruguay,23858
2018-02-01,Terrestre,EE.UU. y Canadá,6822
2018-02-01,Terrestre,Resto de América,12533
2018-02-01,Terrestre,Europa,31738
2018-02-01,Terrestre,Resto del mundo,13226
2018-03-01,Aérea,Bolivia,5301
2018-03-01,Aérea,Brasil,35108
2018-03-01,Aérea,Chile,20654
2018-03-01,Aérea,Paraguay,5535
2018-03-01,Aérea,Uruguay,4804
2018-03-01,Aérea,EE.UU. y Canadá,34464
2018-03-01,Aérea,Resto de América,33645
2018-03-01,Aérea,Europa,58831
2018-03-01,Aérea,Resto del mundo,17868
2018-03-01,Fluvial/Marítima,Bolivia,6977
2018-03-01,Fluvial/Marítima,Brasil,16131
2018-03-01,Fluvial/Marítima,Chile,1299
2018-03-01,Fluvial/Marítima,Paraguay,8648
2018-03-01,Fluvial/Marítima,Uruguay,30306
2018-03-01,Fluvial/Marítima,EE.UU. y Canadá,13301
2018-03-01,Fluvial/Marítima,Resto de América,6004
2018-03-01,Fluvial/Marítima,Europa,13733
2018-03-01,Fluvial/Marítima,Resto del mundo,3410
2018-03-01,Terrestre,Bolivia,28684
2018-03-01,Terrestre,Brasil,25860
2018-03-01,Terrestre,Chile,65203
2018-03-01,Terrestre,Paraguay,69313
2018-03-01,Terrestre,Uruguay,31439
2018-03-01,Terrestre,EE.UU. y Canadá,6796
2018-03-01,Terrestre,Resto de América,11775
2018-03-01,Terrestre,Europa,31053
2018-03-01,Terrestre,Resto del mundo,9366
2018-04-01,Aérea,Bolivia,5043
2018-04-01,Aérea,Brasil,49415
2018-04-01,Aérea,Chile,22401
2018-04-01,Aérea,Paraguay,5776
2018-04-01,Aérea,Uruguay,4982
2018-04-01,Aérea,EE.UU. y Canadá,28401
2018-04-01,Aérea,Resto de América,32608
2018-04-01,Aérea,Europa,52361
2018-04-01,Aérea,Resto del mundo,16376
2018-04-01,Fluvial/Marítima,Bolivia,7788
2018-04-01,Fluvial/Marítima,Brasil,8576
2018-04-01,Fluvial/Marítima,Chile,801
2018-04-01,Fluvial/Marítima,Paraguay,7407
2018-04-01,Fluvial/Marítima,Uruguay,30684
2018-04-01,Fluvial/Marítima,EE.UU. y Canadá,2505
2018-04-01,Fluvial/Marítima,Resto de América,4454
2018-04-01,Fluvial/Marítima,Europa,5968
2018-04-01,Fluvial/Marítima,Resto del mundo,1478
2018-04-01,Terrestre,Bolivia,26137
2018-04-01,Terrestre,Brasil,29516
2018-04-01,Terrestre,Chile,54714
2018-04-01,Terrestre,Paraguay,44000
2018-04-01,Terrestre,Uruguay,21539
2018-04-01,Terrestre,EE.UU. y Canadá,3915
2018-04-01,Terrestre,Resto de América,9573
2018-04-01,Terrestre,Europa,17393
2018-04-01,Terrestre,Resto del mundo,6147
2018-05-01,Aérea,Bolivia,4536
2018-05-01,Aérea,Brasil,52262
2018-05-01,Aérea,Chile,24078
2018-05-01,Aérea,Paraguay,6109
2018-05-01,Aérea,Uruguay,4871
2018-05-01,Aérea,EE.UU. y Canadá,20737
2018-05-01,Aérea,Resto de América,29133
2018-05-01,Aérea,Europa,35450
2018-05-01,Aérea,Resto del mundo,13808
2018-05-01,Fluvial/Marítima,Bolivia,7418
2018-05-01,Fluvial/Marítima,Brasil,8054
2018-05-01,Fluvial/Marítima,Chile,773
2018-05-01,Fluvial/Marítima,Paraguay,7489
2018-05-01,Fluvial/Marítima,Uruguay,26995
2018-05-01,Fluvial/Marítima,EE.UU. y Canadá,1922
2018-05-01,Fluvial/Marítima,Resto de América,3572
2018-05-01,Fluvial/Marítima,Europa,3660
2018-05-01,Fluvial/Marítima,Resto del mundo,1266
2018-05-01,Terrestre,Bolivia,26661
2018-05-01,Terrestre,Brasil,24287
2018-05-01,Terrestre,Chile,43579
2018-05-01,Terrestre,Paraguay,45707
2018-05-01,Terrestre,Uruguay,17463
2018-05-01,Terrestre,EE.UU. y Canadá,2104
2018-05-01,Terrestre,Resto de América,8661
2018-05-01,Terrestre,Europa,11580
2018-05-01,Terrestre,Resto del mundo,3565
2018-06-01,Aérea,Bolivia,4502
2018-06-01,Aérea,Brasil,57070
2018-06-01,Aérea,Chile,18667
2018-06-01,Aérea,Paraguay,4794
2018-06-01,Aérea,Uruguay,3976
2018-06-01,Aérea,EE.UU. y Canadá,19876
2018-06-01,Aérea,Resto de América,28088
2018-06-01,Aérea,Europa,27084
2018-06-01,Aérea,Resto del mundo,11391
2018-06-01,Fluvial/Marítima,Bolivia,6972
2018-06-01,Fluvial/Marítima,Brasil,7358
2018-06-01,Fluvial/Marítima,Chile,538
2018-06-01,Fluvial/Marítima,Paraguay,6619
2018-06-01,Fluvial/Marítima,Uruguay,21413
2018-06-01,Fluvial/Marítima,EE.UU. y Canadá,2053
2018-06-01,Fluvial/Marítima,Resto de América,3381
2018-06-01,Fluvial/Marítima,Europa,2692
2018-06-01,Fluvial/Marítima,Resto del mundo,1055
2018-06-01,Terrestre,Bolivia,23639
2018-06-01,Terrestre,Brasil,23616
2018-06-01,Terrestre,Chile,22735
2018-06-01,Terrestre,Paraguay,39052
2018-06-01,Terrestre,Uruguay,14004
2018-06-01,Terrestre,EE.UU. y Canadá,1646
2018-06-01,Terrestre,Resto de América,7810
2018-06-01,Terrestre,Europa,6826
2018-06-01,Terrestre,Resto del mundo,2463
2018-07-01,Aérea,Bolivia,5748
2018-07-01,Aérea,Brasil,93346
2018-07-01,Aérea,Chile,28871
2018-07-01,Aérea,Paraguay,7263
2018-07-01,Aérea,Uruguay,5150
2018-07-01,Aérea,EE.UU. y Canadá,22594
2018-07-01,Aérea,Resto de América,30485
2018-07-01,Aérea,Europa,29514
2018-07-01,Aérea,Resto del mundo,11418
2018-07-01,Fluvial/Marítima,Bolivia,9237
2018-07-01,Fluvial/Marítima,Brasil,13951
2018-07-01,Fluvial/Marítima,Chile,1091
2018-07-01,Fluvial/Marítima,Paraguay,9319
2018-07-01,Fluvial/Marítima,Uruguay,33344
2018-07-01,Fluvial/Marítima,EE.UU. y Canadá,1894
2018-07-01,Fluvial/Marítima,Resto de América,4551
2018-07-01,Fluvial/Marítima,Europa,3476
2018-07-01,Fluvial/Marítima,Resto del mundo,1030
2018-07-01,Terrestre,Bolivia,36982
2018-07-01,Terrestre,Brasil,34933
2018-07-01,Terrestre,Chile,41589
2018-07-01,Terrestre,Paraguay,69307
2018-07-01,Terrestre,Uruguay,33120
2018-07-01,Terrestre,EE.UU. y Canadá,1981
2018-07-01,Terrestre,Resto de América,10395
2018-07-01,Terrestre,Europa,10010
2018-07-01,Terrestre,Resto del mundo,2992
2018-08-01,Aérea,Bolivia,4853
2018-08-01,Aérea,Brasil,78239
2018-08-01,Aérea,Chile,24988
2018-08-01,Aérea,Paraguay,6138
2018-08-01,Aérea,Uruguay,5156
2018-08-01,Aérea,EE.UU. y Canadá,23858
2018-08-01,Aérea,Resto de América,33821
2018-08-01,Aérea,Europa,36631
2018-08-01,Aérea,Resto del mundo,13672
2018-08-01,Fluvial/Marítima,Bolivia,6853
2018-08-01,Fluvial/Marítima,Brasil,8501
2018-08-01,Fluvial/Marítima,Chile,719
2018-08-01,Fluvial/Marítima,Paraguay,7579
2018-08-01,Fluvial/Marítima,Uruguay,27000
2018-08-01,Fluvial/Marítima,EE.UU. y Canadá,1760
2018-08-01,Fluvial/Marítima,Resto de América,4460
2018-08-01,Fluvial/Marítima,Europa,3865
2018-08-01,Fluvial/Marítima,Resto del mundo,953
2018-08-01,Terrestre,Bolivia,26082
2018-08-01,Terrestre,Brasil,26492
2018-08-01,Terrestre,Chile,29911
2018-08-01,Terrestre,Paraguay,49726
2018-08-01,Terrestre,Uruguay,23198
2018-08-01,Terrestre,EE.UU. y Canadá,1651
2018-08-01,Terrestre,Resto de América,9452
2018-08-01,Terrestre,Europa,13027
2018-08-01,Terrestre,Resto del mundo,2753
2018-09-01,Aérea,Bolivia,5108
2018-09-01,Aérea,Brasil,70203
2018-09-01,Aérea,Chile,34060
2018-09-01,Aérea,Paraguay,5395
2018-09-01,Aérea,Uruguay,5363
2018-09-01,Aérea,EE.UU. y Canadá,20554
2018-09-01,Aérea,Resto de América,36422
2018-09-01,Aérea,Europa,34122
2018-09-01,Aérea,Resto del mundo,14115
2018-09-01,Fluvial/Marítima,Bolivia,6164
2018-09-01,Fluvial/Marítima,Brasil,9361
2018-09-01,Fluvial/Marítima,Chile,1271
2018-09-01,Fluvial/Marítima,Paraguay,6598
2018-09-01,Fluvial/Marítima,Uruguay,37447
2018-09-01,Fluvial/Marítima,EE.UU. y Canadá,1675
2018-09-01,Fluvial/Marítima,Resto de América,4729
2018-09-01,Fluvial/Marítima,Europa,4185
2018-09-01,Fluvial/Marítima,Resto del mundo,1297
2018-09-01,Terrestre,Bolivia,25063
2018-09-01,Terrestre,Brasil,35724
2018-09-01,Terrestre,Chile,67132
2018-09-01,Terrestre,Paraguay,48557
2018-09-01,Terrestre,Uruguay,42823
2018-09-01,Terrestre,EE.UU. y Canadá,2261
2018-09-01,Terrestre,Resto de América,10361
2018-09-01,Terrestre,Europa,11762
2018-09-01,Terrestre,Resto del mundo,4241
2018-10-01,Aérea,Bolivia,5301
2018-10-01,Aérea,Brasil,64194
2018-10-01,Aérea,Chile,33322
2018-10-01,Aérea,Paraguay,5640
2018-10-01,Aérea,Uruguay,5255
2018-10-01,Aérea,EE.UU. y Canadá,23724
2018-10-01,Aérea,Resto de América,39789
2018-10-01,Aérea,Europa,41278
2018-10-01,Aérea,Resto del mundo,19428
2018-10-01,Fluvial/Marítima,Bolivia,6114
2018-10-01,Fluvial/Marítima,Brasil,8161
2018-10-01,Fluvial/Marítima,Chile,897
2018-10-01,Fluvial/Marítima,Paraguay,6929
2018-10-01,Fluvial/Marítima,Uruguay,35360
2018-10-01,Fluvial/Marítima,EE.UU. y Canadá,3308
2018-10-01,Fluvial/Marítima,Resto de América,5824
2018-10-01,Fluvial/Marítima,Europa,6443
2018-10-01,Fluvial/Marítima,Resto del mundo,1973
2018-10-01,Terrestre,Bolivia,28277
2018-10-01,Terrestre,Brasil,33214
2018-10-01,Terrestre,Chile,49878
2018-10-01,Terrestre,Paraguay,51596
2018-10-01,Terrestre,Uruguay,32386
2018-10-01,Terrestre,EE.UU. y Canadá,3715
2018-10-01,Terrestre,Resto de América,12472
2018-10-01,Terrestre,Europa,20946
2018-10-01,Terrestre,Resto del mundo,5306
2018-11-01,Aérea,Bolivia,6059
2018-11-01,Aérea,Brasil,68666
2018-11-01,Aérea,Chile,35893
2018-11-01,Aérea,Paraguay,5753
2018-11-01,Aérea,Uruguay,4209
2018-11-01,Aérea,EE.UU. y Canadá,32754
2018-11-01,Aérea,Resto de América,44835
2018-11-01,Aérea,Europa,60223
2018-11-01,Aérea,Resto del mundo,16165
2018-11-01,Fluvial/Marítima,Bolivia,5215
2018-11-01,Fluvial/Marítima,Brasil,8478
2018-11-01,Fluvial/Marítima,Chile,845
2018-11-01,Fluvial/Marítima,Paraguay,6479
2018-11-01,Fluvial/Marítima,Uruguay,32787
2018-11-01,Fluvial/Marítima,EE.UU. y Canadá,4743
2018-11-01,Fluvial/Marítima,Resto de América,6281
2018-11-01,Fluvial/Marítima,Europa,11992
2018-11-01,Fluvial/Marítima,Resto del mundo,2358
2018-11-01,Terrestre,Bolivia,24744
2018-11-01,Terrestre,Brasil,35898
2018-11-01,Terrestre,Chile,65410
2018-11-01,Terrestre,Paraguay,47220
2018-11-01,Terrestre,Uruguay,30604
2018-11-01,Terrestre,EE.UU. y Canadá,6674
2018-11-01,Terrestre,Resto de América,13924
2018-11-01,Terrestre,Europa,40735
2018-11-01,Terrestre,Resto del mundo,6974
2018-12-01,Aérea,Bolivia,7048
2018-12-01,Aérea,Brasil,68837
2018-12-01,Aérea,Chile,27783
2018-12-01,Aérea,Paraguay,7059
2018-12-01,Aérea,Uruguay,3684
2018-12-01,Aérea,EE.UU. y Canadá,37767
2018-12-01,Aérea,Resto de América,56794
2018-12-01,Aérea,Europa,63748
2018-12-01,Aérea,Resto del mundo,21922
2018-12-01,Fluvial/Marítima,Bolivia,7241
2018-12-01,Fluvial/Marítima,Brasil,30258
2018-12-01,Fluvial/Marítima,Chile,1057
2018-12-01,Fluvial/Marítima,Paraguay,11949
2018-12-01,Fluvial/Marítima,Uruguay,24875
2018-12-01,Fluvial/Marítima,EE.UU. y Canadá,14664
2018-12-01,Fluvial/Marítima,Resto de América,11353
2018-12-01,Fluvial/Marítima,Europa,15867
2018-12-01,Fluvial/Marítima,Resto del mundo,5321
2018-12-01,Terrestre,Bolivia,47950
2018-12-01,Terrestre,Brasil,39062
2018-12-01,Terrestre,Chile,71990
2018-12-01,Terrestre,Paraguay,117189
2018-12-01,Terrestre,Uruguay,27398
2018-12-01,Terrestre,EE.UU. y Canadá,8240
2018-12-01,Terrestre,Resto de América,16385
2018-12-01,Terrestre,Europa,32507
2018-12-01,Terrestre,Resto del mundo,10238
2019-01-01,Aérea,Bolivia,8521
2019-01-01,Aérea,Brasil,82662
2019-01-01,Aérea,Chile,27371
2019-01-01,Aérea,Paraguay,8320
2019-01-01,Aérea,Uruguay,3732
2019-01-01,Aérea,EE.UU. y Canadá,52176
2019-01-01,Aérea,Resto de América,48866
2019-01-01,Aérea,Europa,84273
2019-01-01,Aérea,Resto del mundo,23324
2019-01-01,Fluvial/Marítima,Bolivia,7656
2019-01-01,Fluvial/Marítima,Brasil,46798
2019-01-01,Fluvial/Marítima,Chile,2442
2019-01-01,Fluvial/Marítima,Paraguay,9687
2019-01-01,Fluvial/Marítima,Uruguay,18681
2019-01-01,Fluvial/Marítima,EE.UU. y Canadá,24862
2019-01-01,Fluvial/Marítima,Resto de América,7958
2019-01-01,Fluvial/Marítima,Europa,23162
2019-01-01,Fluvial/Marítima,Resto del mundo,7342
2019-01-01,Terrestre,Bolivia,56592
2019-01-01,Terrestre,Brasil,58495
2019-01-01,Terrestre,Chile,97372
2019-01-01,Terrestre,Paraguay,68366
2019-01-01,Terrestre,Uruguay,29304
2019-01-01,Terrestre,EE.UU. y Canadá,9336
2019-01-01,Terrestre,Resto de América,18013
2019-01-01,Terrestre,Europa,39333
2019-01-01,Terrestre,Resto del mundo,16156
2019-02-01,Aérea,Bolivia,5866
2019-02-01,Aérea,Brasil,38387
2019-02-01,Aérea,Chile,36923
2019-02-01,Aérea,Paraguay,6273
2019-02-01,Aérea,Uruguay,3853
2019-02-01,Aérea,EE.UU. y Canadá,32654
2019-02-01,Aérea,Resto de América,33047
2019-02-01,Aérea,Europa,57427
2019-02-01,Aérea,Resto del mundo,18403
2019-02-01,Fluvial/Marítima,Bolivia,5335
2019-02-01,Fluvial/Marítima,Brasil,29603
2019-02-01,Fluvial/Marítima,Chile,3858
2019-02-01,Fluvial/Marítima,Paraguay,8281
2019-02-01,Fluvial/Marítima,Uruguay,19701
2019-02-01,Fluvial/Marítima,EE.UU. y Canadá,26970
2019-02-01,Fluvial/Marítima,Resto de América,4659
2019-02-01,Fluvial/Marítima,Europa,24512
2019-02-01,Fluvial/Marítima,Resto del mundo,9343
2019-02-01,Terrestre,Bolivia,38547
2019-02-01,Terrestre,Brasil,26428
2019-02-01,Terrestre,Chile,137782
2019-02-01,Terrestre,Paraguay,58506
2019-02-01,Terrestre,Uruguay,26008
2019-02-01,Terrestre,EE.UU. y Canadá,8225
2019-02-01,Terrestre,Resto de América,11990
2019-02-01,Terrestre,Europa,37007
2019-02-01,Terrestre,Resto del mundo,15791
2019-03-01,Aérea,Bolivia,5602
2019-03-01,Aérea,Brasil,61903
2019-03-01,Aérea,Chile,28033
2019-03-01,Aérea,Paraguay,6234
2019-03-01,Aérea,Uruguay,4934
2019-03-01,Aérea,EE.UU. y Canadá,38838
2019-03-01,Aérea,Resto de América,36038
2019-03-01,Aérea,Europa,66074
2019-03-01,Aérea,Resto del mundo,19952
2019-03-01,Fluvial/Marítima,Bolivia,6715
2019-03-01,Fluvial/Marítima,Brasil,24150
2019-03-01,Fluvial/Marítima,Chile,1187
2019-03-01,Fluvial/Marítima,Paraguay,6826
2019-03-01,Fluvial/Marítima,Uruguay,24466
2019-03-01,Fluvial/Marítima,EE.UU. y Canadá,17585
2019-03-01,Fluvial/Marítima,Resto de América,5369
2019-03-01,Fluvial/Marítima,Europa,16718
2019-03-01,Fluvial/Marítima,Resto del mundo,5046
2019-03-01,Terrestre,Bolivia,27304
2019-03-01,Terrestre,Brasil,35582
2019-03-01,Terrestre,Chile,62614
2019-03-01,Terrestre,Paraguay,47254
2019-03-01,Terrestre,Uruguay,27584
2019-03-01,Terrestre,EE.UU. y Canadá,7877
2019-03-01,Terrestre,Resto de América,11994
2019-03-01,Terrestre,Europa,33209
2019-03-01,Terrestre,Resto del mundo,11786
2019-04-01,Aérea,Bolivia,5429
2019-04-01,Aérea,Brasil,59837
2019-04-01,Aérea,Chile,28146
2019-04-01,Aérea,Paraguay,7552
2019-04-01,Aérea,Uruguay,9069
2019-04-01,Aérea,EE.UU. y Canadá,27754
2019-04-01,Aérea,Resto de América,38476
2019-04-01,Aérea,Europa,52864
2019-04-01,Aérea,Resto del mundo,14301
2019-04-01,Fluvial/Marítima,Bolivia,6681
2019-04-01,Fluvial/Marítima,Brasil,7636
2019-04-01,Fluvial/Marítima,Chile,762
2019-04-01,Fluvial/Marítima,Paraguay,6842
2019-04-01,Fluvial/Marítima,Uruguay,37295
2019-04-01,Fluvial/Marítima,EE.UU. y Canadá,3206
2019-04-01,Fluvial/Marítima,Resto de América,5450
2019-04-01,Fluvial/Marítima,Europa,7456
2019-04-01,Fluvial/Marítima,Resto del mundo,2195
2019-04-01,Terrestre,Bolivia,25916
2019-04-01,Terrestre,Brasil,29125
2019-04-01,Terrestre,Chile,58612
2019-04-01,Terrestre,Paraguay,51208
2019-04-01,Terrestre,Uruguay,47763
2019-04-01,Terrestre,EE.UU. y Canadá,4364
2019-04-01,Terrestre,Resto de América,12358
2019-04-01,Terrestre,Europa,24504
2019-04-01,Terrestre,Resto del mundo,7317
2019-05-01,Aérea,Bolivia,5509
2019-05-01,Aérea,Brasil,69763
2019-05-01,Aérea,Chile,30746
2019-05-01,Aérea,Paraguay,7077
2019-05-01,Aérea,Uruguay,6278
2019-05-01,Aérea,EE.UU. y Canadá,21506
2019-05-01,Aérea,Resto de América,35034
2019-05-01,Aérea,Europa,39163
2019-05-01,Aérea,Resto del mundo,13418
2019-05-01,Fluvial/Marítima,Bolivia,9405
2019-05-01,Fluvial/Marítima,Brasil,6618
2019-05-01,Fluvial/Marítima,Chile,698
2019-05-01,Fluvial/Marítima,Paraguay,4449
2019-05-01,Fluvial/Marítima,Uruguay,22613
2019-05-01,Fluvial/Marítima,EE.UU. y Canadá,2250
2019-05-01,Fluvial/Marítima,Resto de América,4136
2019-05-01,Fluvial/Marítima,Europa,3822
2019-05-01,Fluvial/Marítima,Resto del mundo,1480
2019-05-01,Terrestre,Bolivia,24585
2019-05-01,Terrestre,Brasil,25760
2019-05-01,Terrestre,Chile,42182
2019-05-01,Terrestre,Paraguay,39034
2019-05-01,Terrestre,Uruguay,19228
2019-05-01,Terrestre,EE.UU. y Canadá,2523
2019-05-01,Terrestre,Resto de América,9811
2019-05-01,Terrestre,Europa,13003
2019-05-01,Terrestre,Resto del mundo,4451
2019-06-01,Aérea,Bolivia,4812
2019-06-01,Aérea,Brasil,74633
2019-06-01,Aérea,Chile,28516
2019-06-01,Aérea,Paraguay,6798
2019-06-01,Aérea,Uruguay,6705
2019-06-01,Aérea,EE.UU. y Canadá,20948
2019-06-01,Aérea,Resto de América,33458
2019-06-01,Aérea,Europa,29541
2019-06-01,Aérea,Resto del mundo,11617
2019-06-01,Fluvial/Marítima,Bolivia,8822
2019-06-01,Fluvial/Marítima,Brasil,7324
2019-06-01,Fluvial/Marítima,Chile,413
2019-06-01,Fluvial/Marítima,Paraguay,4509
2019-06-01,Fluvial/Marítima,Uruguay,23649
2019-06-01,Fluvial/Marítima,EE.UU. y Canadá,2008
2019-06-01,Fluvial/Marítima,Resto de América,3429
2019-06-01,Fluvial/Marítima,Europa,2629
2019-06-01,Fluvial/Marítima,Resto del mundo,1069
2019-06-01,Terrestre,Bolivia,26459
2019-06-01,Terrestre,Brasil,30286
2019-06-01,Terrestre,Chile,24649
2019-06-01,Terrestre,Paraguay,38002
2019-06-01,Terrestre,Uruguay,18380
2019-06-01,Terrestre,EE.UU. y Canadá,2450
2019-06-01,Terrestre,Resto de América,9628
